Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
1	Spectrogram 1	1	10.0005	37.39950000000489	27.39900000000489	56.6	525.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH02\SBNMS_Clips_Bac_3100_20060914_010000_5693s449ms_ch02.aif	10.0005	SBNMS_Clips_Bac_3100_20060914_010000_5693s449ms_ch02.aif	MW	nan	raven	0.0
2	Spectrogram 1	1	10.0005	59.50749999999779	49.50699999999779	41.3	377.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH02\SBNMS_Clips_Bac_3100_20060914_010000_5737s139ms_ch02.aif	10.0005	SBNMS_Clips_Bac_3100_20060914_010000_5737s139ms_ch02.aif	MW	nan	raven	0.0
3	Spectrogram 1	1	10.0005	19.17250000000594	9.172000000005939	45.1	290.8	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH02\SBNMS_Clips_Bac_3100_20060914_010000_6033s888ms_ch02.aif	10.0005	SBNMS_Clips_Bac_3100_20060914_010000_6033s888ms_ch02.aif	MW	nan	raven	0.0
4	Spectrogram 1	1	10.0005	17.702499999990224	7.701999999990223	54.7	327.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH02\SBNMS_Clips_Bac_3100_20060914_010000_6060s442ms_ch02.aif	10.0005	SBNMS_Clips_Bac_3100_20060914_010000_6060s442ms_ch02.aif	MW	nan	raven	0.0
5	Spectrogram 1	1	10.0005	65.916500000012	55.91600000001199	58.5	327.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH02\SBNMS_Clips_Bac_3100_20060914_010000_6080s991ms_ch02.aif	10.0005	SBNMS_Clips_Bac_3100_20060914_010000_6080s991ms_ch02.aif	MW	nan	raven	0.0
6	Spectrogram 1	1	10.0005	34.57749999999022	24.57699999999022	37.4	492.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH02\SBNMS_Clips_Bac_3100_20060914_010000_6235s481ms_ch02.aif	10.0005	SBNMS_Clips_Bac_3100_20060914_010000_6235s481ms_ch02.aif	MW	nan	raven	0.0
7	Spectrogram 1	1	10.0005	30.81449999999849	20.813999999998487	37.4	333.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH02\SBNMS_Clips_Bac_3100_20060914_010000_6272s376ms_ch02.aif	10.0005	SBNMS_Clips_Bac_3100_20060914_010000_6272s376ms_ch02.aif	MW	nan	raven	0.0
8	Spectrogram 1	1	10.0005	61.62350000000687	51.62300000000687	56.6	411.7	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH02\SBNMS_Clips_Bac_3100_20060914_010000_6307s713ms_ch02.aif	10.0005	SBNMS_Clips_Bac_3100_20060914_010000_6307s713ms_ch02.aif	MW	nan	raven	0.0
9	Spectrogram 1	1	10.0	19.937000000005355	9.937000000005355	64.3	327.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH02\SBNMS_Clips_Bac_3100_20060914_010000_6398s084ms_ch02.aif	10.0	SBNMS_Clips_Bac_3100_20060914_010000_6398s084ms_ch02.aif	MW	nan	raven	0.0
10	Spectrogram 1	1	10.0005	35.45950000000256	25.45900000000256	64.3	457.8	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH02\SBNMS_Clips_Bac_3100_20060914_010000_6422s279ms_ch02.aif	10.0005	SBNMS_Clips_Bac_3100_20060914_010000_6422s279ms_ch02.aif	MW	nan	raven	0.0
11	Spectrogram 1	1	10.0005	28.344499999997325	18.343999999997322	41.3	398.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH02\SBNMS_Clips_Bac_3100_20060914_010000_6459s733ms_ch02.aif	10.0005	SBNMS_Clips_Bac_3100_20060914_010000_6459s733ms_ch02.aif	MW	nan	raven	0.0
12	Spectrogram 1	1	10.0	25.521999999997206	15.521999999997206	35.5	333.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH02\SBNMS_Clips_Bac_3100_20060914_010000_6494s511ms_ch02.aif	10.0	SBNMS_Clips_Bac_3100_20060914_010000_6494s511ms_ch02.aif	MW	nan	raven	0.0
13	Spectrogram 1	1	10.0	77.73399999999674	67.73399999999674	41.3	290.8	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH02\SBNMS_Clips_Bac_3100_20060914_010000_6606s729ms_ch02.aif	10.0	SBNMS_Clips_Bac_3100_20060914_010000_6606s729ms_ch02.aif	MW	nan	raven	0.0
14	Spectrogram 1	1	10.0	19.877999999996973	9.877999999996973	50.9	290.8	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH02\SBNMS_Clips_Bac_3100_20060914_010000_6703s921ms_ch02.aif	10.0	SBNMS_Clips_Bac_3100_20060914_010000_6703s921ms_ch02.aif	MW	nan	raven	0.0
