Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Begin File	Begin Path	score	rating	tags	notes
1465	Waveform 1	1	74258.410000000	74264.571000000	3.900	300.000	11.9155	NOPP8_Clips_minke_pt_20091003_000000_006s532ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET02\NOPP8_Clips_minke_pt_20091003_000000_006s532ms_ch01.aif	0.41818		minke_pt	
1465	Spectrogram 1	1	74258.410000000	74264.571000000	3.900	300.000	11.9155	NOPP8_Clips_minke_pt_20091003_000000_006s532ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET02\NOPP8_Clips_minke_pt_20091003_000000_006s532ms_ch01.aif	0.41818		minke_pt	
1466	Waveform 1	1	74296.824000000	74308.771000000	3.900	300.000	20.7095	NOPP8_Clips_minke_pt_20091003_000000_034s452ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET02\NOPP8_Clips_minke_pt_20091003_000000_034s452ms_ch01.aif	0.32718		minke_pt	
1466	Spectrogram 1	1	74296.824000000	74308.771000000	3.900	300.000	20.7095	NOPP8_Clips_minke_pt_20091003_000000_034s452ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET02\NOPP8_Clips_minke_pt_20091003_000000_034s452ms_ch01.aif	0.32718		minke_pt	
1467	Waveform 1	1	74380.366000000	74407.080000000	0.000	289.100	50.0230	NOPP8_Clips_minke_pt_20091003_000000_064s967ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET02\NOPP8_Clips_minke_pt_20091003_000000_064s967ms_ch01.aif	0.40729		minke_pt	
1467	Spectrogram 1	1	74380.366000000	74407.080000000	0.000	289.100	50.0230	NOPP8_Clips_minke_pt_20091003_000000_064s967ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET02\NOPP8_Clips_minke_pt_20091003_000000_064s967ms_ch01.aif	0.40729		minke_pt	
1468	Waveform 1	1	74516.908000000	74550.806000000	3.900	289.100	36.4960	NOPP8_Clips_minke_pt_20091003_000000_123s849ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET02\NOPP8_Clips_minke_pt_20091003_000000_123s849ms_ch01.aif	0.38827		Bac_3100	
1468	Spectrogram 1	1	74516.908000000	74550.806000000	3.900	289.100	36.4960	NOPP8_Clips_minke_pt_20091003_000000_123s849ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET02\NOPP8_Clips_minke_pt_20091003_000000_123s849ms_ch01.aif	0.38827		Bac_3100	
1469	Waveform 1	1	74570.153000000	74581.979000000	3.900	187.500	89.7410	NOPP8_Clips_minke_pt_20091003_000000_123s849ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET02\NOPP8_Clips_minke_pt_20091003_000000_123s849ms_ch01.aif	0.30667		Bac_3100	
1469	Spectrogram 1	1	74570.153000000	74581.979000000	3.900	187.500	89.7410	NOPP8_Clips_minke_pt_20091003_000000_123s849ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET02\NOPP8_Clips_minke_pt_20091003_000000_123s849ms_ch01.aif	0.30667		Bac_3100	
