Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Begin File	Begin Path	score	rating	tags	notes
1	Waveform 1	1	5.563000000	22.683000000	61.800	456.800	5.5630	NOPP4_Clips_Bac_3100_20080917_000000_051s526ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET01\NOPP4_Clips_Bac_3100_20080917_000000_051s526ms_ch01.aif			Bac_3100	
1	Spectrogram 1	1	5.563000000	22.683000000	61.800	456.800	5.5630	NOPP4_Clips_Bac_3100_20080917_000000_051s526ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET01\NOPP4_Clips_Bac_3100_20080917_000000_051s526ms_ch01.aif			Bac_3100	
2	Waveform 1	1	51.526000000	62.681000000	85.900	439.100	51.5260	NOPP4_Clips_Bac_3100_20080917_000000_051s526ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET01\NOPP4_Clips_Bac_3100_20080917_000000_051s526ms_ch01.aif			Bac_3100	
2	Spectrogram 1	1	51.526000000	62.681000000	85.900	439.100	51.5260	NOPP4_Clips_Bac_3100_20080917_000000_051s526ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET01\NOPP4_Clips_Bac_3100_20080917_000000_051s526ms_ch01.aif			Bac_3100	
3	Waveform 1	1	122.681000000	141.949000000	77.900	366.900	30.0000	NOPP4_Clips_Bac_3100_20080917_000000_153s623ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET01\NOPP4_Clips_Bac_3100_20080917_000000_153s623ms_ch01.aif		0	Bac_3100	
3	Spectrogram 1	1	122.681000000	141.949000000	77.900	366.900	30.0000	NOPP4_Clips_Bac_3100_20080917_000000_153s623ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET01\NOPP4_Clips_Bac_3100_20080917_000000_153s623ms_ch01.aif		0	Bac_3100	
4	Waveform 1	1	166.765000000	190.537000000	63.400	432.700	74.0840	NOPP4_Clips_Bac_3100_20080917_000000_153s623ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET01\NOPP4_Clips_Bac_3100_20080917_000000_153s623ms_ch01.aif			Bac_3100	
4	Spectrogram 1	1	166.765000000	190.537000000	63.400	432.700	74.0840	NOPP4_Clips_Bac_3100_20080917_000000_153s623ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET01\NOPP4_Clips_Bac_3100_20080917_000000_153s623ms_ch01.aif			Bac_3100	
5	Waveform 1	1	250.537000000	264.287000000	58.600	315.500	30.0000	NOPP4_Clips_Bac_3100_20080917_000000_397s936ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET01\NOPP4_Clips_Bac_3100_20080917_000000_397s936ms_ch01.aif			Bac_3100	
5	Spectrogram 1	1	250.537000000	264.287000000	58.600	315.500	30.0000	NOPP4_Clips_Bac_3100_20080917_000000_397s936ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET01\NOPP4_Clips_Bac_3100_20080917_000000_397s936ms_ch01.aif			Bac_3100	
6	Waveform 1	1	274.473000000	290.311000000	97.100	320.300	53.9360	NOPP4_Clips_Bac_3100_20080917_000000_397s936ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET01\NOPP4_Clips_Bac_3100_20080917_000000_397s936ms_ch01.aif			Bac_3100	
6	Spectrogram 1	1	274.473000000	290.311000000	97.100	320.300	53.9360	NOPP4_Clips_Bac_3100_20080917_000000_397s936ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET01\NOPP4_Clips_Bac_3100_20080917_000000_397s936ms_ch01.aif			Bac_3100	
