Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Clock Time	Begin Path	Begin File	File Offset (s)	calltype
1	Waveform 1	6	137.113331387	172.923396194	0.000	185.000	35.8101			0:02:17.1133	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	137.1135	c
1	Spectrogram 1	6	137.113331387	172.923396194	0.000	185.000	35.8101	0.000	0.000	0:02:17.1133	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	137.1135	c
2	Waveform 1	6	182.079378674	250.647514130	0.000	220.300	68.5681			0:03:02.0794	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	182.0795	c
2	Spectrogram 1	6	182.079378674	250.647514130	0.000	220.300	68.5681	0.000	0.000	0:03:02.0794	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	182.0795	c
3	Waveform 1	6	335.086019216	396.736301243	0.000	585.900	61.6503			0:05:35.0860	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	335.0860	su
3	Spectrogram 1	6	335.086019216	396.736301243	0.000	585.900	61.6503	0.000	0.000	0:05:35.0860	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	335.0860	su
4	Waveform 1	6	294.189297476	344.648934250	0.000	220.300	50.4596			0:04:54.1893	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	294.1895	c
4	Spectrogram 1	6	294.189297476	344.648934250	0.000	220.300	50.4596	0.000	0.000	0:04:54.1893	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	294.1895	c
5	Waveform 1	6	434.784495102	491.958519028	0.000	378.900	57.1740			0:07:14.7845	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	434.7845	su
5	Spectrogram 1	6	434.784495102	491.958519028	0.000	378.900	57.1740	0.000	0.000	0:07:14.7845	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	434.7845	su
6	Waveform 1	6	514.746742087	565.613311417	0.000	202.600	50.8666			0:08:34.7467	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	514.7465	c
6	Spectrogram 1	6	514.746742087	565.613311417	0.000	202.600	50.8666	0.000	0.000	0:08:34.7467	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	514.7465	c
7	Waveform 1	6	744.379232668	794.838869442	0.000	193.800	50.4596			0:12:24.3792	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	744.3790	c
7	Spectrogram 1	6	744.379232668	794.838869442	0.000	193.800	50.4596	0.000	0.000	0:12:24.3792	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	744.3790	c
9	Waveform 1	6	1092.306566880	1151.311787302	0.000	682.800	59.0052			0:18:12.3066	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	192.3065	su
9	Spectrogram 1	6	1092.306566880	1151.311787302	0.000	682.800	59.0052	0.000	0.000	0:18:12.3066	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	192.3065	su
10	Waveform 1	6	789.345279955	843.467309721	0.000	242.300	54.1220			0:13:09.3453	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	789.3455	c
10	Spectrogram 1	6	789.345279955	843.467309721	0.000	242.300	54.1220	0.000	0.000	0:13:09.3453	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_000000.aif	789.3455	c
11	Waveform 1	6	1157.741771665	1227.734171063	0.000	189.400	69.9924			0:19:17.7418	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	257.7420	su
11	Spectrogram 1	6	1157.741771665	1227.734171063	0.000	189.400	69.9924	0.000	0.000	0:19:17.7418	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	257.7420	su
12	Waveform 1	6	1390.100260362	1445.850020347	0.000	233.500	55.7498			0:23:10.1003	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	490.1005	c
12	Spectrogram 1	6	1390.100260362	1445.850020347	0.000	233.500	55.7498	0.000	0.000	0:23:10.1003	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	490.1005	c
13	Waveform 1	6	1529.678126601	1581.562027317	0.000	290.700	51.8839			0:25:29.6781	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	629.6780	c
13	Spectrogram 1	6	1529.678126601	1581.562027317	0.000	290.700	51.8839	0.000	0.000	0:25:29.6781	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	629.6780	c
14	Waveform 1	6	1715.361901281	1774.774054258	0.000	603.500	59.4122			0:28:35.3619	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	815.3620	su
14	Spectrogram 1	6	1715.361901281	1774.774054258	0.000	603.500	59.4122	0.000	0.000	0:28:35.3619	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_001500.aif	815.3620	su
15	Waveform 1	6	2018.323188206	2074.886813301	0.000	211.500	56.5636			0:33:38.3232	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_003000.aif	218.3230	sd
15	Spectrogram 1	6	2018.323188206	2074.886813301	0.000	211.500	56.5636	0.000	0.000	0:33:38.3232	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_003000.aif	218.3230	sd
16	Waveform 1	6	1878.338389412	1928.594559910	0.000	299.600	50.2562			0:31:18.3384	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_003000.aif	78.3385	sd
16	Spectrogram 1	6	1878.338389412	1928.594559910	0.000	299.600	50.2562	0.000	0.000	0:31:18.3384	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_003000.aif	78.3385	sd
17	Waveform 1	6	2327.100931488	2387.123483297	0.000	599.100	60.0226			0:38:47.1009	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_003000.aif	527.1010	su
17	Spectrogram 1	6	2327.100931488	2387.123483297	0.000	599.100	60.0226	0.000	0.000	0:38:47.1009	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_003000.aif	527.1010	su
18	Waveform 1	6	2568.944527882	2614.927906556	0.000	242.300	45.9834			0:42:48.9445	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_003000.aif	768.9445	sd
18	Spectrogram 1	6	2568.944527882	2614.927906556	0.000	242.300	45.9834	0.000	0.000	0:42:48.9445	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161222_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161222_003000.aif	768.9445	sd
