Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
1	Spectrogram 1	1	0.0	60.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1093-164\Depl1093_1677725722.200104205913.wav	0.0	Depl1093_1677725722.200104205913.wav	NN	S	custom_python	0.0
2	Spectrogram 1	1	60.0	120.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1093-164\Depl1093_1677725722.200104205913.wav	60.0	Depl1093_1677725722.200104205913.wav	NN	S	custom_python	0.0
3	Spectrogram 1	1	120.0	180.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1093-164\Depl1093_1677725722.200104205913.wav	120.0	Depl1093_1677725722.200104205913.wav	NN	S	custom_python	0.0
4	Spectrogram 1	1	180.0	240.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1093-164\Depl1093_1677725722.200104205913.wav	180.0	Depl1093_1677725722.200104205913.wav	NN	S	custom_python	0.0
5	Spectrogram 1	1	240.0	300.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1093-164\Depl1093_1677725722.200104205913.wav	240.0	Depl1093_1677725722.200104205913.wav	NN	S	custom_python	0.0
6	Spectrogram 1	1	300.0	360.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1093-164\Depl1093_1677725722.200104205913.wav	300.0	Depl1093_1677725722.200104205913.wav	NN	S	custom_python	0.0
7	Spectrogram 1	1	360.0	420.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1093-164\Depl1093_1677725722.200104205913.wav	360.0	Depl1093_1677725722.200104205913.wav	NN	S	custom_python	0.0
8	Spectrogram 1	1	420.0	480.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1093-164\Depl1093_1677725722.200104205913.wav	420.0	Depl1093_1677725722.200104205913.wav	NN	S	custom_python	0.0
9	Spectrogram 1	1	480.0	599.98	119.98000000000002	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1093-164\Depl1093_1677725722.200104205913.wav	480.0	Depl1093_1677725722.200104205913.wav	NN	S	custom_python	0.0
10	Spectrogram 1	1	0.0	60.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1093-164\Depl1093_1677725722.200110095913.wav	0.0	Depl1093_1677725722.200110095913.wav	NN	S	custom_python	0.0
