Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
1	Spectrogram 1	1	0.0	60.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210107040002.wav	0.0	Depl1137_1678508072.210107040002.wav	NN		custom_python	0.0
2	Spectrogram 1	1	60.0	120.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210107040002.wav	60.0	Depl1137_1678508072.210107040002.wav	NN		custom_python	0.0
3	Spectrogram 1	1	120.0	180.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210107040002.wav	120.0	Depl1137_1678508072.210107040002.wav	NN		custom_python	0.0
4	Spectrogram 1	1	180.0	240.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210107040002.wav	180.0	Depl1137_1678508072.210107040002.wav	NN		custom_python	0.0
5	Spectrogram 1	1	240.0	300.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210107040002.wav	240.0	Depl1137_1678508072.210107040002.wav	NN		custom_python	0.0
6	Spectrogram 1	1	300.0	360.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210107040002.wav	300.0	Depl1137_1678508072.210107040002.wav	NN		custom_python	0.0
7	Spectrogram 1	1	360.0	420.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210107040002.wav	360.0	Depl1137_1678508072.210107040002.wav	NN		custom_python	0.0
8	Spectrogram 1	1	420.0	480.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210107040002.wav	420.0	Depl1137_1678508072.210107040002.wav	NN		custom_python	0.0
9	Spectrogram 1	1	480.0	599.9971666666667	119.99716666666666	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210107040002.wav	480.0	Depl1137_1678508072.210107040002.wav	NN		custom_python	0.0
10	Spectrogram 1	1	0.0	60.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210108160002.wav	0.0	Depl1137_1678508072.210108160002.wav	NN		custom_python	0.0
11	Spectrogram 1	1	60.0	120.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210108160002.wav	60.0	Depl1137_1678508072.210108160002.wav	NN		custom_python	0.0
12	Spectrogram 1	1	120.0	180.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210108160002.wav	120.0	Depl1137_1678508072.210108160002.wav	NN		custom_python	0.0
13	Spectrogram 1	1	180.0	240.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210108160002.wav	180.0	Depl1137_1678508072.210108160002.wav	NN		custom_python	0.0
14	Spectrogram 1	1	240.0	300.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210108160002.wav	240.0	Depl1137_1678508072.210108160002.wav	NN		custom_python	0.0
15	Spectrogram 1	1	300.0	360.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210108160002.wav	300.0	Depl1137_1678508072.210108160002.wav	NN		custom_python	0.0
16	Spectrogram 1	1	360.0	420.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210108160002.wav	360.0	Depl1137_1678508072.210108160002.wav	NN		custom_python	0.0
17	Spectrogram 1	1	420.0	480.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210108160002.wav	420.0	Depl1137_1678508072.210108160002.wav	NN		custom_python	0.0
18	Spectrogram 1	1	480.0	599.969	119.96900000000005	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210108160002.wav	480.0	Depl1137_1678508072.210108160002.wav	NN		custom_python	0.0
19	Spectrogram 1	1	0.0	60.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210113150002.wav	0.0	Depl1137_1678508072.210113150002.wav	NN		custom_python	0.0
20	Spectrogram 1	1	60.0	120.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210113150002.wav	60.0	Depl1137_1678508072.210113150002.wav	NN		custom_python	0.0
21	Spectrogram 1	1	120.0	180.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210113150002.wav	120.0	Depl1137_1678508072.210113150002.wav	NN		custom_python	0.0
22	Spectrogram 1	1	180.0	240.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210113150002.wav	180.0	Depl1137_1678508072.210113150002.wav	NN		custom_python	0.0
23	Spectrogram 1	1	240.0	300.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210113150002.wav	240.0	Depl1137_1678508072.210113150002.wav	NN		custom_python	0.0
24	Spectrogram 1	1	300.0	360.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210113150002.wav	300.0	Depl1137_1678508072.210113150002.wav	NN		custom_python	0.0
25	Spectrogram 1	1	360.0	420.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210113150002.wav	360.0	Depl1137_1678508072.210113150002.wav	NN		custom_python	0.0
26	Spectrogram 1	1	420.0	480.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210113150002.wav	420.0	Depl1137_1678508072.210113150002.wav	NN		custom_python	0.0
27	Spectrogram 1	1	480.0	599.9798333333333	119.97983333333332	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210113150002.wav	480.0	Depl1137_1678508072.210113150002.wav	NN		custom_python	0.0
28	Spectrogram 1	1	0.0	60.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210114040002.wav	0.0	Depl1137_1678508072.210114040002.wav	NN		custom_python	0.0
29	Spectrogram 1	1	60.0	120.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210114040002.wav	60.0	Depl1137_1678508072.210114040002.wav	NN		custom_python	0.0
30	Spectrogram 1	1	120.0	180.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202101_1137-112\Depl1137_1678508072.210114040002.wav	120.0	Depl1137_1678508072.210114040002.wav	NN		custom_python	0.0
