Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
1	Spectrogram 1	1	0.0	60.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200101014914.wav	0.0	Depl1092_1678036995.200101014914.wav	NN	S	custom_python	0.0
2	Spectrogram 1	1	60.0	120.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200101014914.wav	60.0	Depl1092_1678036995.200101014914.wav	NN	S	custom_python	0.0
3	Spectrogram 1	1	120.0	180.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200101014914.wav	120.0	Depl1092_1678036995.200101014914.wav	NN	S	custom_python	0.0
4	Spectrogram 1	1	180.0	240.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200101014914.wav	180.0	Depl1092_1678036995.200101014914.wav	NN	S	custom_python	0.0
5	Spectrogram 1	1	240.0	300.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200101014914.wav	240.0	Depl1092_1678036995.200101014914.wav	NN	S	custom_python	0.0
6	Spectrogram 1	1	300.0	360.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200101014914.wav	300.0	Depl1092_1678036995.200101014914.wav	NN	S	custom_python	0.0
7	Spectrogram 1	1	360.0	420.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200101014914.wav	360.0	Depl1092_1678036995.200101014914.wav	NN	S	custom_python	0.0
8	Spectrogram 1	1	420.0	480.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200101014914.wav	420.0	Depl1092_1678036995.200101014914.wav	NN	S	custom_python	0.0
9	Spectrogram 1	1	480.0	599.9963333333334	119.99633333333338	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200101014914.wav	480.0	Depl1092_1678036995.200101014914.wav	NN	S	custom_python	0.0
10	Spectrogram 1	1	0.0	60.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104224914.wav	0.0	Depl1092_1678036995.200104224914.wav	NN	S	custom_python	0.0
11	Spectrogram 1	1	60.0	120.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104224914.wav	60.0	Depl1092_1678036995.200104224914.wav	NN	S	custom_python	0.0
12	Spectrogram 1	1	120.0	180.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104224914.wav	120.0	Depl1092_1678036995.200104224914.wav	NN	S	custom_python	0.0
13	Spectrogram 1	1	180.0	240.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104224914.wav	180.0	Depl1092_1678036995.200104224914.wav	NN	S	custom_python	0.0
14	Spectrogram 1	1	240.0	300.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104224914.wav	240.0	Depl1092_1678036995.200104224914.wav	NN	S	custom_python	0.0
15	Spectrogram 1	1	300.0	360.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104224914.wav	300.0	Depl1092_1678036995.200104224914.wav	NN	S	custom_python	0.0
16	Spectrogram 1	1	360.0	420.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104224914.wav	360.0	Depl1092_1678036995.200104224914.wav	NN	S	custom_python	0.0
17	Spectrogram 1	1	420.0	480.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104224914.wav	420.0	Depl1092_1678036995.200104224914.wav	NN	S	custom_python	0.0
18	Spectrogram 1	1	480.0	599.9838333333333	119.98383333333334	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104224914.wav	480.0	Depl1092_1678036995.200104224914.wav	NN	S	custom_python	0.0
19	Spectrogram 1	1	0.0	60.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104234914.wav	0.0	Depl1092_1678036995.200104234914.wav	NN	S	custom_python	0.0
20	Spectrogram 1	1	60.0	120.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104234914.wav	60.0	Depl1092_1678036995.200104234914.wav	NN	S	custom_python	0.0
21	Spectrogram 1	1	120.0	180.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104234914.wav	120.0	Depl1092_1678036995.200104234914.wav	NN	S	custom_python	0.0
22	Spectrogram 1	1	180.0	240.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104234914.wav	180.0	Depl1092_1678036995.200104234914.wav	NN	S	custom_python	0.0
23	Spectrogram 1	1	240.0	300.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104234914.wav	240.0	Depl1092_1678036995.200104234914.wav	NN	S	custom_python	0.0
24	Spectrogram 1	1	300.0	360.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104234914.wav	300.0	Depl1092_1678036995.200104234914.wav	NN	S	custom_python	0.0
25	Spectrogram 1	1	360.0	420.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104234914.wav	360.0	Depl1092_1678036995.200104234914.wav	NN	S	custom_python	0.0
26	Spectrogram 1	1	420.0	480.0	60.0	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104234914.wav	420.0	Depl1092_1678036995.200104234914.wav	NN	S	custom_python	0.0
27	Spectrogram 1	1	480.0	599.9796666666666	119.97966666666662	0.0	48000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-202001_1092-112\Depl1092_1678036995.200104234914.wav	480.0	Depl1092_1678036995.200104234914.wav	NN	S	custom_python	0.0
