Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	3695.034693706	3750.545131818	69.3	363.6	5:01:35.035	2017/1/31	SU
2	Spectrogram 1	1	4227.094070030	4287.891216533	64.9	398.3	5:10:27.094	2017/1/31	SU
3	Spectrogram 1	1	4457.957964219	4500.377505361	99.6	134.2	5:14:17.958	2017/1/31	SD
4	Spectrogram 1	1	4870.069920746	4927.216720979	77.9	497.8	5:21:10.070	2017/1/31	SU
5	Spectrogram 1	1	5407.678264569	5463.818072727	77.9	510.8	5:30:07.678	2017/1/31	SU
6	Spectrogram 1	1	5657.722932235	5703.415197620	103.9	155.8	5:34:17.723	2017/1/31	SD
7	Spectrogram 1	1	6072.545231818	6133.594126340	51.9	363.6	5:41:12.545	2017/1/31	SU
8	Spectrogram 1	1	6175.044836708	6218.219621906	60.6	363.6	5:42:55.045	2017/1/31	SU
9	Spectrogram 1	1	6601.351110361	6652.581832156	86.6	398.3	5:50:01.351	2017/1/31	SD
10	Spectrogram 1	1	6664.837577742	6725.257102218	69.3	363.6	5:51:04.838	2017/1/31	SU
11	Spectrogram 1	1	6902.685223310	6944.978890443	82.3	142.9	5:55:02.685	2017/1/31	SD
12	Spectrogram 1	1	7328.139824825	7388.559349301	99.6	368.0	6:02:08.140	2017/1/31	SU
13	Spectrogram 1	1	7563.146600233	7607.076629487	77.9	173.2	6:06:03.147	2017/1/31	SD
14	Spectrogram 1	1	7908.288779898	7966.946068243	69.3	368.0	6:11:48.289	2017/1/31	SU
15	Spectrogram 1	1	8369.748151981	8430.797046503	103.9	376.6	6:19:29.748	2017/1/31	SU
16	Spectrogram 1	1	9309.146783566	9383.790071096	103.9	372.3	6:35:09.147	2017/1/31	C
17	Spectrogram 1	1	9880.339457515	9939.122619869	82.3	372.3	6:44:40.339	2017/1/31	SU
18	Spectrogram 1	1	10108.674910429	10176.521001454	99.6	277.1	6:48:28.675	2017/1/31	SD
19	Spectrogram 1	1	10397.913110006	10460.975988678	99.6	372.3	6:53:17.913	2017/1/31	SD
20	Spectrogram 1	1	10584.584265834	10637.325475741	103.9	372.3	6:56:24.584	2017/1/31	SU
21	Spectrogram 1	1	10762.363571212	10809.943946737	95.2	177.5	6:59:22.364	2017/1/31	SD
22	Spectrogram 1	1	11197.762219464	11249.999933333	86.6	168.8	7:06:37.762	2017/1/31	SD
23	Spectrogram 1	1	11345.944773558	11396.042629269	99.6	389.6	7:09:05.945	2017/1/31	SU
24	Spectrogram 1	1	11579.348241765	11630.578963560	95.2	160.2	7:12:59.348	2017/1/31	SD
25	Spectrogram 1	1	11900.139641492	11947.216520979	90.9	363.6	7:18:20.140	2017/1/31	SU
26	Spectrogram 1	1	12370.405390326	12413.957797552	103.9	173.2	7:26:10.405	2017/1/31	SD
27	Spectrogram 1	1	12782.684984450	12832.656966151	103.9	389.6	7:33:02.685	2017/1/31	SU
28	Spectrogram 1	1	13151.580392191	13208.727192424	103.9	199.1	7:39:11.580	2017/1/31	SD
29	Spectrogram 1	1	13655.957997552	13710.713191608	99.6	160.2	7:47:35.958	2017/1/31	SD
30	Spectrogram 1	1	14144.349603730	14201.999900000	108.2	151.5	7:55:44.350	2017/1/31	SD
31	Spectrogram 1	1	14563.662978192	14620.935652434	90.9	173.2	8:02:43.663	2017/1/31	SD
32	Spectrogram 1	1	16294.027734965	16337.202520163	108.2	411.3	8:31:34.028	2017/1/31	SU
33	Spectrogram 1	1	16140.209695571	16191.440417366	103.9	160.2	8:29:00.210	2017/1/31	SD
34	Spectrogram 1	1	16618.783129021	16671.020842890	112.6	337.7	8:36:58.783	2017/1/31	SU
35	Spectrogram 1	1	17220.335469580	17287.426316550	90.9	368.0	8:47:00.335	2017/1/31	SU
36	Spectrogram 1	1	18598.265479568	18650.377319429	90.9	160.2	9:09:58.265	2017/1/31	SD
37	Spectrogram 1	1	24947.290572626	24989.961861787	116.9	376.6	10:55:47.291	2017/1/31	SU
38	Spectrogram 1	1	26277.985982517	26330.978940443	99.6	368.0	11:17:57.986	2017/1/31	SU
39	Spectrogram 1	1	26758.195778089	26808.293633800	90.9	307.4	11:25:58.196	2017/1/31	SU
40	Spectrogram 1	1	26859.485909376	26923.555780122	86.6	372.3	11:27:39.486	2017/1/31	SU
41	Spectrogram 1	1	27496.573166783	27545.538156410	116.9	406.9	11:38:16.573	2017/1/31	SU
42	Spectrogram 1	1	27368.558104392	27416.264353925	69.3	155.8	11:36:08.558	2017/1/31	SD
43	Spectrogram 1	1	28884.461343590	28925.873892657	147.2	415.6	12:01:24.461	2017/1/31	SU
44	Spectrogram 1	1	29421.062695338	29470.027684965	99.6	406.9	12:10:21.063	2017/1/31	SU
45	Spectrogram 1	1	29639.501868062	29686.704621559	103.9	316.0	12:13:59.502	2017/1/31	SU
46	Spectrogram 1	1	30003.468066398	30058.852630501	82.3	393.9	12:20:03.468	2017/1/31	SU
47	Spectrogram 1	1	31599.314676690	31657.846091026	86.6	415.6	12:46:39.315	2017/1/31	SU
48	Spectrogram 1	1	32123.957997552	32166.251664685	90.9	385.3	12:55:23.958	2017/1/31	SU
49	Spectrogram 1	1	32728.105335808	32768.636766810	60.6	372.3	13:05:28.105	2017/1/31	SU
50	Spectrogram 1	1	35003.580408858	35040.713241608	95.2	160.2	13:43:23.580	2017/1/31	SD
51	Spectrogram 1	1	35546.475461072	35594.685206643	99.6	155.8	13:52:26.475	2017/1/31	SD
52	Spectrogram 1	1	43412.129595605	43454.675010757	112.6	393.9	16:03:32.130	2017/1/31	SU
53	Spectrogram 1	1	44071.550945650	44110.068392504	95.2	381.0	16:14:31.551	2017/1/31	SU
54	Spectrogram 1	1	44604.059438435	44655.919530276	82.3	445.9	16:23:24.059	2017/1/31	SU
55	Spectrogram 1	1	44713.042907658	44760.749157192	121.2	368.0	16:25:13.043	2017/1/31	SU
56	Spectrogram 1	1	45288.503412704	45337.971898368	112.6	402.6	16:34:48.503	2017/1/31	SU
57	Spectrogram 1	1	47416.405340326	47462.978723776	73.6	363.6	17:10:16.405	2017/1/31	SU
58	Spectrogram 1	1	53492.601368415	53536.405523660	177.5	381.0	18:51:32.601	2017/1/31	SU
59	Spectrogram 1	1	53713.132632751	53756.181543939	99.6	376.6	18:55:13.133	2017/1/31	SU
60	Spectrogram 1	1	54506.895035548	54590.097755711	86.6	363.6	19:08:26.895	2017/1/31	SD
61	Spectrogram 1	1	55034.433458625	55086.419424476	95.2	168.8	19:17:14.433	2017/1/31	SD
