Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	74.391539510	106.615285897	73.6	337.7	4:01:14.392	2017/1/24	SU
2	Spectrogram 1	1	767.202536830	819.943746737	181.8	389.6	4:12:47.203	2017/1/24	SU
3	Spectrogram 1	1	1991.706249534	2047.468435664	134.2	432.9	4:33:11.706	2017/1/24	SU
4	Spectrogram 1	1	2283.556111663	2328.619007001	95.2	168.8	4:38:03.556	2017/1/24	SU
5	Spectrogram 1	1	2555.874009324	2597.790054429	125.5	372.3	4:42:35.874	2017/1/24	SU
6	Spectrogram 1	1	2620.069754079	2646.629170047	190.5	406.9	4:43:40.070	2017/1/24	C
7	Spectrogram 1	1	2705.789954429	2758.027668298	73.6	164.5	4:45:05.790	2017/1/24	SD
8	Spectrogram 1	1	3084.010560804	3135.115408589	181.8	346.3	4:51:24.011	2017/1/24	SU
9	Spectrogram 1	1	3273.576818846	3323.171178519	82.3	359.3	4:54:33.577	2017/1/24	SU
10	Spectrogram 1	1	3372.068585185	3421.788818868	164.5	424.2	4:56:12.069	2017/1/24	SU
11	Spectrogram 1	1	4011.406104812	4092.972462854	86.6	554.1	5:06:51.406	2017/1/24	SU
12	Spectrogram 1	1	4861.762236131	4905.314643357	82.3	428.6	5:21:01.762	2017/1/24	SU
13	Spectrogram 1	1	5026.939285576	5074.393787092	77.9	398.3	5:23:46.939	2017/1/24	SU
14	Spectrogram 1	1	7601.042791605	7649.378411186	203.5	337.7	6:06:41.043	2017/1/24	SU
15	Spectrogram 1	1	7685.000755824	7728.175541022	90.9	147.2	6:08:05.001	2017/1/24	SD
16	Spectrogram 1	1	8595.409009056	8639.339038310	103.9	575.8	6:23:15.409	2017/1/24	SU
17	Spectrogram 1	1	9475.803971911	9519.608127156	125.5	376.6	6:37:55.804	2017/1/24	SU
18	Spectrogram 1	1	11178.000000000	11227.216737646	125.5	346.3	7:06:18.000	2017/1/24	C
19	Spectrogram 1	1	11271.146766900	11309.160717716	103.9	181.8	7:07:51.147	2017/1/24	SD
20	Spectrogram 1	1	11366.307517949	11417.538239744	69.3	549.8	7:09:26.308	2017/1/24	SU
21	Spectrogram 1	1	12798.535793445	12845.486798922	82.3	562.8	7:33:18.536	2017/1/24	SU
22	Spectrogram 1	1	14288.727092424	14334.545231818	69.3	363.6	7:58:08.727	2017/1/24	SU
23	Spectrogram 1	1	14388.041685781	14424.419274476	86.6	329.0	7:59:48.042	2017/1/24	C
24	Spectrogram 1	1	17822.833520542	17879.980320775	190.5	528.1	8:57:02.834	2017/1/24	SU
25	Spectrogram 1	1	18564.797113170	18617.286575058	207.8	532.5	9:09:24.797	2017/1/24	SU
26	Spectrogram 1	1	19172.139658159	19224.125624009	220.8	523.8	9:19:32.140	2017/1/24	SU
27	Spectrogram 1	1	19898.540988564	19955.561914787	199.1	554.1	9:31:38.541	2017/1/24	SU
28	Spectrogram 1	1	21173.538206410	21229.300392541	103.9	536.8	9:52:53.538	2017/1/24	SU
29	Spectrogram 1	1	21405.650329604	21450.335602914	90.9	199.1	9:56:45.650	2017/1/24	SD
30	Spectrogram 1	1	22424.475461072	22480.867017249	99.6	541.1	10:13:44.475	2017/1/24	SU
31	Spectrogram 1	1	23062.027768298	23123.706032867	77.9	528.1	10:24:22.028	2017/1/24	SU
32	Spectrogram 1	1	23288.573654909	23345.720455142	86.6	207.8	10:28:08.574	2017/1/24	SD
33	Spectrogram 1	1	23903.496420629	23962.279582984	77.9	216.5	10:38:23.496	2017/1/24	SD
34	Spectrogram 1	1	24283.489942591	24347.559813337	60.6	558.4	10:44:43.490	2017/1/24	SU
35	Spectrogram 1	1	24512.978823776	24564.461293590	73.6	199.1	10:48:32.979	2017/1/24	SD
36	Spectrogram 1	1	24848.937004662	24913.762119464	86.6	549.8	10:54:08.937	2017/1/24	SU
37	Spectrogram 1	1	25078.558538696	25137.215827041	90.9	194.8	10:57:58.559	2017/1/24	SD
38	Spectrogram 1	1	25457.286541725	25521.985782517	86.6	541.1	11:04:17.287	2017/1/24	SU
39	Spectrogram 1	1	26073.512070982	26138.588933803	86.6	541.1	11:14:33.512	2017/1/24	SU
40	Spectrogram 1	1	26298.881068065	26355.272624242	95.2	190.5	11:18:18.881	2017/1/24	SD
41	Spectrogram 1	1	26708.077360190	26771.140238862	77.9	549.8	11:25:08.077	2017/1/24	SU
42	Spectrogram 1	1	27321.734167832	27382.531314336	69.3	541.1	11:35:21.734	2017/1/24	SU
43	Spectrogram 1	1	27936.755027389	28002.335386247	90.9	536.8	11:45:36.755	2017/1/24	SU
44	Spectrogram 1	1	28166.080962478	28222.220770636	95.2	194.8	11:49:26.081	2017/1/24	SD
45	Spectrogram 1	1	28604.860778236	28667.294286860	86.6	541.1	11:56:44.861	2017/1/24	SU
46	Spectrogram 1	1	28841.552128163	28896.559070238	90.9	190.5	12:00:41.552	2017/1/24	SD
47	Spectrogram 1	1	29280.653998169	29342.080514719	90.9	532.5	12:08:00.654	2017/1/24	SU
48	Spectrogram 1	1	29871.314476690	29931.734001165	95.2	584.4	12:17:51.314	2017/1/24	SU
49	Spectrogram 1	1	31121.999983333	31180.531397669	95.2	588.7	12:38:42.000	2017/1/24	SU
50	Spectrogram 1	1	31338.503279371	31393.636095455	77.9	186.1	12:42:18.503	2017/1/24	SD
51	Spectrogram 1	1	31665.902027622	31725.566308042	82.3	536.8	12:47:45.902	2017/1/24	SU
52	Spectrogram 1	1	31889.019567576	31949.187344032	86.6	186.1	12:51:29.020	2017/1/24	SD
53	Spectrogram 1	1	32050.098665089	32108.630079424	82.3	385.3	12:54:10.099	2017/1/24	SU
54	Spectrogram 1	1	32369.034693706	32429.202470163	90.9	532.5	12:59:29.035	2017/1/24	SU
55	Spectrogram 1	1	32593.090880303	32647.090830303	77.9	190.5	13:03:13.091	2017/1/24	SD
56	Spectrogram 1	1	32993.630989117	33057.323237835	82.3	541.1	13:09:53.631	2017/1/24	SU
57	Spectrogram 1	1	34348.024368489	34409.702633058	51.9	523.8	13:32:28.024	2017/1/24	SU
58	Spectrogram 1	1	35131.429956113	35167.933418817	69.3	389.6	13:45:31.430	2017/1/24	SU
59	Spectrogram 1	1	35742.335419580	35795.328377506	82.3	562.8	13:55:42.335	2017/1/24	SU
60	Spectrogram 1	1	36999.314626690	37041.985915851	60.6	368.0	14:16:39.315	2017/1/24	SU
61	Spectrogram 1	1	37581.432502515	37639.963916851	90.9	402.6	14:26:21.433	2017/1/24	SU
62	Spectrogram 1	1	38188.195544755	38250.377305361	64.9	541.1	14:36:28.196	2017/1/24	SU
63	Spectrogram 1	1	38842.069126359	38904.628508993	69.3	415.6	14:47:22.069	2017/1/24	SU
64	Spectrogram 1	1	39471.230671795	39529.636212121	77.9	368.0	14:57:51.231	2017/1/24	SU
65	Spectrogram 1	1	39689.826063592	39746.091745760	82.3	199.1	15:01:29.826	2017/1/24	SD
66	Spectrogram 1	1	40105.762002797	40163.160551049	77.9	554.1	15:08:25.762	2017/1/24	SU
67	Spectrogram 1	1	40925.202703497	40976.811047319	77.9	173.2	15:22:05.203	2017/1/24	SD
68	Spectrogram 1	1	41311.258740093	41371.552390559	82.3	532.5	15:28:31.259	2017/1/24	SU
69	Spectrogram 1	1	41535.692098718	41578.615135897	103.9	190.5	15:32:15.692	2017/1/24	SD
70	Spectrogram 1	1	41966.306339706	42028.739848331	73.6	523.8	15:39:26.306	2017/1/24	SU
71	Spectrogram 1	1	42205.773988303	42257.256458116	86.6	194.8	15:43:25.774	2017/1/24	SD
72	Spectrogram 1	1	42574.908819697	42633.314360023	86.6	381.0	15:49:34.909	2017/1/24	SU
73	Spectrogram 1	1	42819.104847786	42864.922987179	99.6	363.6	15:53:39.105	2017/1/24	SU
74	Spectrogram 1	1	43304.097855711	43341.104814452	99.6	346.3	16:01:44.098	2017/1/24	C
75	Spectrogram 1	1	43434.125707343	43470.503296037	90.9	160.2	16:03:54.126	2017/1/24	SD
76	Spectrogram 1	1	43580.064757211	43626.260518633	82.3	363.6	16:06:20.065	2017/1/24	SU
77	Spectrogram 1	1	43843.342561655	43900.866983916	60.6	532.5	16:10:43.343	2017/1/24	SU
78	Spectrogram 1	1	44296.741193240	44351.118765268	95.2	424.2	16:18:16.741	2017/1/24	SU
79	Spectrogram 1	1	44490.083671562	44549.999700000	69.3	536.8	16:21:30.084	2017/1/24	SU
80	Spectrogram 1	1	44976.838915618	45025.174535198	86.6	368.0	16:29:36.839	2017/1/24	SU
81	Spectrogram 1	1	45781.804105245	45841.971881702	86.6	554.1	16:43:01.804	2017/1/24	SU
82	Spectrogram 1	1	46000.720641299	46047.923394796	77.9	151.5	16:46:40.721	2017/1/24	SD
83	Spectrogram 1	1	46334.029153289	46398.099024035	73.6	532.5	16:52:14.029	2017/1/24	SU
84	Spectrogram 1	1	46571.931030912	46619.385532427	103.9	177.5	16:56:11.931	2017/1/24	SD
85	Spectrogram 1	1	46955.068233259	47015.998767530	69.3	549.8	17:02:35.068	2017/1/24	SU
