Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	1258.615119231	1299.146550233	303.0	450.2	4:20:58.615	2017/2/16	SU
2	Spectrogram 1	1	5075.748051981	5146.363371212	82.3	346.3	5:24:35.748	2017/2/16	SU
3	Spectrogram 1	1	5869.888076807	5914.321602098	73.6	368.0	5:37:49.888	2017/2/16	SU
4	Spectrogram 1	1	18281.076646154	18319.971715035	73.6	355.0	9:04:41.077	2017/2/16	SU
5	Spectrogram 1	1	19214.307451282	19254.209512238	47.6	372.3	9:20:14.307	2017/2/16	SU
6	Spectrogram 1	1	20054.391489510	20097.692148718	82.3	389.6	9:34:14.391	2017/2/16	SU
7	Spectrogram 1	1	21604.908886364	21634.866900583	99.6	346.3	10:00:04.909	2017/2/16	SU
8	Spectrogram 1	1	22914.629303380	22959.440450699	86.6	368.0	10:21:54.629	2017/2/16	SU
9	Spectrogram 1	1	23833.006975408	23879.957980886	103.9	381.0	10:37:13.007	2017/2/16	SU
10	Spectrogram 1	1	28516.321179904	28558.488973028	90.9	385.3	11:55:16.321	2017/2/16	SU
11	Spectrogram 1	1	29417.286475058	29473.426283217	77.9	398.3	12:10:17.286	2017/2/16	SU
12	Spectrogram 1	1	30254.853033100	30299.915928438	64.9	359.3	12:24:14.853	2017/2/16	SU
13	Spectrogram 1	1	31318.741059907	31355.496270629	64.9	346.3	12:41:58.741	2017/2/16	SU
14	Spectrogram 1	1	31658.853083100	31707.818072727	73.6	393.9	12:47:38.853	2017/2/16	SU
15	Spectrogram 1	1	33508.021443352	33553.084338690	95.2	402.6	13:18:28.021	2017/2/16	SU
16	Spectrogram 1	1	34121.957947552	34160.727142424	103.9	467.5	13:28:41.958	2017/2/16	SU
17	Spectrogram 1	1	34506.000000000	34546.405556993	77.9	376.6	13:35:06.000	2017/2/16	SU
18	Spectrogram 1	1	36253.258473427	36294.545148485	73.6	372.3	14:04:13.258	2017/2/16	SU
19	Spectrogram 1	1	37274.755804211	37318.308211437	86.6	419.9	14:21:14.756	2017/2/16	SU
20	Spectrogram 1	1	37919.328660839	37964.013934149	90.9	389.6	14:31:59.329	2017/2/16	SU
21	Spectrogram 1	1	39127.971798368	39172.279449650	168.8	428.6	14:52:07.972	2017/2/16	SU
22	Spectrogram 1	1	39495.295738803	39581.519435190	82.3	406.9	14:58:15.296	2017/2/16	SU
23	Spectrogram 1	1	40445.874025991	40486.279582984	77.9	419.9	15:14:05.874	2017/2/16	SU
24	Spectrogram 1	1	40849.300675874	40889.832106876	134.2	406.9	15:20:49.301	2017/2/16	SU
25	Spectrogram 1	1	41605.300425874	41640.419274476	199.1	372.3	15:33:25.300	2017/2/16	SU
26	Spectrogram 1	1	42098.475244406	42154.740926573	82.3	415.6	15:41:38.475	2017/2/16	SU
27	Spectrogram 1	1	42434.583934621	42490.346120751	99.6	463.2	15:47:14.584	2017/2/16	SU
28	Spectrogram 1	1	43312.405540326	43363.258640093	95.2	406.9	16:01:52.406	2017/2/16	SU
29	Spectrogram 1	1	43363.648579781	43409.970215212	290.0	398.3	16:02:43.649	2017/2/16	SU
30	Spectrogram 1	1	43427.963303155	43503.613582759	242.4	376.6	16:03:47.963	2017/2/16	SU
31	Spectrogram 1	1	44226.000000000	44276.223729720	186.1	359.3	16:17:06.000	2017/2/16	SU
32	Spectrogram 1	1	44321.286625058	44375.160701049	86.6	406.9	16:18:41.287	2017/2/16	SU
33	Spectrogram 1	1	44838.629253380	44881.678164569	207.8	502.2	16:27:18.629	2017/2/16	SU
34	Spectrogram 1	1	45415.762036131	45475.174568531	82.3	359.3	16:36:55.762	2017/2/16	SU
35	Spectrogram 1	1	45310.405490326	45354.209645571	428.6	541.1	16:35:10.405	2017/2/16	SU
36	Spectrogram 1	1	45948.587167599	45991.636078788	203.5	549.8	16:45:48.587	2017/2/16	SU
37	Spectrogram 1	1	46443.020726224	46484.810897319	199.1	735.9	16:54:03.021	2017/2/16	SU
38	Spectrogram 1	1	46495.153599117	46543.740966716	82.3	381.0	16:54:55.154	2017/2/16	SU
39	Spectrogram 1	1	46615.899221466	46679.843218202	51.9	381.0	16:56:55.899	2017/2/16	SU
40	Spectrogram 1	1	46837.830270793	46873.578489441	277.1	359.3	17:00:37.830	2017/2/16	C
41	Spectrogram 1	1	46967.983996434	47013.928009837	207.8	506.5	17:02:47.984	2017/2/16	SU
42	Spectrogram 1	1	47048.664425803	47107.321714148	116.9	571.4	17:04:08.664	2017/2/16	SU
43	Spectrogram 1	1	47744.055836597	47787.734117832	51.9	372.3	17:15:44.056	2017/2/16	SU
44	Spectrogram 1	1	47955.057326726	48002.260080222	142.9	363.6	17:19:15.057	2017/2/16	SU
45	Spectrogram 1	1	48249.527861824	48297.611733386	121.2	532.5	17:24:09.528	2017/2/16	SU
46	Spectrogram 1	1	48887.244489277	48930.922770513	207.8	506.5	17:34:47.244	2017/2/16	SU
47	Spectrogram 1	1	49187.454451515	49226.475394406	264.1	363.6	17:39:47.454	2017/2/16	SU
48	Spectrogram 1	1	49270.027801632	49309.300492541	298.7	558.4	17:41:10.028	2017/2/16	SU
50	Spectrogram 1	1	51647.204579497	51697.805931246	116.9	376.6	18:20:47.205	2017/2/16	C
51	Spectrogram 1	1	51865.847733693	51914.938597330	168.8	359.3	18:24:25.848	2017/2/16	SU
52	Spectrogram 1	1	52676.433391958	52711.929862587	95.2	168.8	18:37:56.433	2017/2/16	SD
53	Spectrogram 1	1	52705.887910140	52756.741009907	103.9	575.8	18:38:25.888	2017/2/16	SU
54	Spectrogram 1	1	52999.300675874	53042.978957110	177.5	406.9	18:43:19.301	2017/2/16	SU
55	Spectrogram 1	1	53736.419324476	53783.999700000	82.3	588.7	18:55:36.419	2017/2/16	SU
56	Spectrogram 1	1	53917.404533603	53963.348547007	82.3	363.6	18:58:37.405	2017/2/16	SU
57	Spectrogram 1	1	54390.259257057	54444.133333048	82.3	567.1	19:06:30.259	2017/2/16	SU
58	Spectrogram 1	1	54720.125607343	54773.622061305	77.9	567.1	19:12:00.126	2017/2/16	SU
59	Spectrogram 1	1	54661.845941026	54706.531214336	99.6	155.8	19:11:01.846	2017/2/16	SD
60	Spectrogram 1	1	54945.692282051	54994.279649650	90.9	368.0	19:15:45.692	2017/2/16	SU
61	Spectrogram 1	1	55016.181727273	55070.055803263	34.6	519.5	19:16:56.182	2017/2/16	SU
62	Spectrogram 1	1	55590.048530423	55630.579961425	86.6	593.1	19:26:30.049	2017/2/16	SU
63	Spectrogram 1	1	55714.203392075	55767.448098019	77.9	558.4	19:28:34.203	2017/2/16	SU
64	Spectrogram 1	1	56074.307316471	56129.314258545	73.6	705.6	19:34:34.307	2017/2/16	SU
