Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	6464.666121273	6512.275695294	69.3	138.5	5:47:44.666	2017/1/2	SD
2	Spectrogram 1	1	7048.285488095	7092.585305634	90.9	363.6	5:57:28.285	2017/1/2	SU
3	Spectrogram 1	1	7120.336348848	7168.582414501	86.6	155.8	5:58:40.336	2017/1/2	SD
4	Spectrogram 1	1	7417.298326261	7464.526005304	73.6	138.5	6:03:37.298	2017/1/2	SD
5	Spectrogram 1	1	8048.800313178	8102.520206860	108.2	303.0	6:14:08.800	2017/1/2	SU
6	Spectrogram 1	1	8364.347854314	8403.301142150	77.9	160.2	6:19:24.348	2017/1/2	SD
7	Spectrogram 1	1	11743.434155587	11792.698607850	73.6	164.5	7:15:43.434	2017/1/2	SD
8	Spectrogram 1	1	12176.987245167	12222.305449316	86.6	173.2	7:22:56.987	2017/1/2	SD
9	Spectrogram 1	1	12424.837086398	12483.267018152	56.3	142.9	7:27:04.837	2017/1/2	SD
10	Spectrogram 1	1	12742.675997407	12803.651895686	69.3	173.2	7:32:22.676	2017/1/2	SD
11	Spectrogram 1	1	12844.896553395	12888.305282650	51.9	389.6	7:34:04.897	2017/1/2	SU
12	Spectrogram 1	1	13667.830213343	13712.511925860	60.6	160.2	7:47:47.830	2017/1/2	SD
13	Spectrogram 1	1	33230.927694837	33273.190739156	233.8	363.6	13:13:50.928	2017/1/2	SU
14	Spectrogram 1	1	35008.421484088	35057.940533003	73.6	363.6	13:43:28.421	2017/1/2	SU
15	Spectrogram 1	1	41137.724882300	41191.444775982	56.3	372.3	15:25:37.725	2017/1/2	SU
16	Spectrogram 1	1	44880.068846042	44927.551121737	90.9	502.2	16:28:00.069	2017/1/2	SU
17	Spectrogram 1	1	45475.001157944	45512.554164191	73.6	134.2	16:37:55.001	2017/1/2	SU
18	Spectrogram 1	1	48132.840152287	48193.434155587	60.6	381.0	17:22:12.840	2017/1/2	SU
19	Spectrogram 1	1	50060.036773220	50098.608166077	125.5	406.9	17:54:20.037	2017/1/2	SU
20	Spectrogram 1	1	50630.562861858	50671.171027935	112.6	398.3	18:03:50.563	2017/1/2	SU
21	Spectrogram 1	1	53709.759316124	53760.424049976	285.7	376.6	18:55:09.759	2017/1/2	SU
22	Spectrogram 1	1	54942.441278642	54983.049444719	99.6	402.6	19:15:42.441	2017/1/2	SU
23	Spectrogram 1	1	56933.287062706	56971.985753890	82.3	402.6	19:48:53.287	2017/1/2	SU
24	Spectrogram 1	1	55584.509026638	55614.424133310	112.6	398.3	19:26:24.509	2017/1/2	SU
25	Spectrogram 1	1	58588.090275106	58615.459415252	277.1	372.3	20:16:28.090	2017/1/2	SU
26	Spectrogram 1	1	59863.035281942	59911.281347595	320.3	445.9	20:37:43.035	2017/1/2	SU
