Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	196.237580536	240.796979837	220.8	389.6	4:03:16.238	2017/1/20	SU
2	Spectrogram 1	1	610.363521212	656.936904662	73.6	164.5	4:10:10.364	2017/1/20	SD
3	Spectrogram 1	1	779.286441725	832.153525641	190.5	441.6	4:12:59.286	2017/1/20	SU
4	Spectrogram 1	1	1189.132666084	1251.188552681	90.9	415.6	4:19:49.133	2017/1/20	SU
5	Spectrogram 1	1	1730.643104196	1773.943763403	64.9	155.8	4:28:50.643	2017/1/20	SD
6	Spectrogram 1	1	2026.195728089	2088.503362704	82.3	506.5	4:33:46.196	2017/1/20	SU
7	Spectrogram 1	1	2268.293211606	2319.398059392	47.6	151.5	4:37:48.293	2017/1/20	SD
8	Spectrogram 1	1	2686.027734965	2718.880851399	99.6	389.6	4:44:46.028	2017/1/20	SU
9	Spectrogram 1	1	2586.172703446	2631.864968830	177.5	381.0	4:43:06.173	2017/1/20	SU
10	Spectrogram 1	1	2602.536324658	2647.473345986	69.3	155.8	4:43:22.536	2017/1/20	SD
11	Spectrogram 1	1	2954.265698834	3015.692215385	90.9	437.2	4:49:14.266	2017/1/20	SU
13	Spectrogram 1	1	3148.866917249	3198.713024942	90.9	164.5	4:52:28.867	2017/1/20	SD
14	Spectrogram 1	1	5350.153842308	5398.741209907	103.9	350.6	5:29:10.154	2017/1/20	SU
15	Spectrogram 1	1	6043.342461655	6082.992774592	199.1	381.0	5:40:43.342	2017/1/20	SU
16	Spectrogram 1	1	7327.888076807	7372.950972145	212.1	393.9	6:02:07.888	2017/1/20	SU
17	Spectrogram 1	1	8759.202786830	8832.461460256	103.9	381.0	6:25:59.203	2017/1/20	SU
18	Spectrogram 1	1	11703.776186946	11743.929995921	151.5	368.0	7:15:03.776	2017/1/20	SU
19	Spectrogram 1	1	12900.964789627	12935.580142191	207.8	385.3	7:35:00.965	2017/1/20	SU
20	Spectrogram 1	1	16205.048632126	16246.587055203	95.2	368.0	8:30:05.049	2017/1/20	SU
21	Spectrogram 1	1	16494.031333875	16538.213111148	103.9	398.3	8:34:54.031	2017/1/20	SU
22	Spectrogram 1	1	17137.132749417	17172.125724009	90.9	381.0	8:45:37.133	2017/1/20	SU
23	Spectrogram 1	1	17741.957814219	17795.831890210	112.6	393.9	8:55:41.958	2017/1/20	SU
24	Spectrogram 1	1	18320.034803279	18364.720076589	77.9	376.6	9:05:20.035	2017/1/20	SU
25	Spectrogram 1	1	18658.195628089	18700.615169231	138.5	376.6	9:10:58.196	2017/1/20	SU
26	Spectrogram 1	1	18954.755244056	19004.601351748	103.9	381.0	9:15:54.755	2017/1/20	SU
