Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	5.034960373	47.580375524	73.6	129.9	4:00:05.035	2017/1/21	SD
2	Spectrogram 1	1	257.034727040	314.810897319	64.9	181.8	4:04:17.035	2017/1/21	SD
3	Spectrogram 1	1	441.196819724	508.287666694	95.2	368.0	4:07:21.197	2017/1/21	SU
4	Spectrogram 1	1	708.293500466	754.992757925	69.3	164.5	4:11:48.294	2017/1/21	SD
5	Spectrogram 1	1	609.109286692	697.095219209	73.6	194.8	4:10:09.109	2017/1/21	SD
6	Spectrogram 1	1	1002.713258275	1062.629286713	73.6	203.5	4:16:42.713	2017/1/21	SD
7	Spectrogram 1	1	1114.217803267	1145.308683570	207.8	406.9	4:18:34.218	2017/1/21	SU
8	Spectrogram 1	1	1147.574415738	1210.385546391	103.9	376.6	4:19:07.574	2017/1/21	SU
9	Spectrogram 1	1	1313.602234036	1374.147632521	77.9	181.8	4:21:53.602	2017/1/21	SD
10	Spectrogram 1	1	1436.831100154	1503.166703067	121.2	398.3	4:23:56.831	2017/1/21	SU
11	Spectrogram 1	1	1600.982363503	1647.178124925	177.5	411.3	4:26:40.982	2017/1/21	SU
12	Spectrogram 1	1	1820.003139727	1882.184900333	86.6	190.5	4:30:20.003	2017/1/21	SD
13	Spectrogram 1	1	1975.971998368	2038.531381002	77.9	381.0	4:32:55.972	2017/1/21	SU
14	Spectrogram 1	1	2176.866917249	2213.496253963	99.6	168.8	4:36:16.867	2017/1/21	SD
15	Spectrogram 1	1	2209.216537646	2265.733967832	99.6	424.2	4:36:49.217	2017/1/21	SU
16	Spectrogram 1	1	2492.307634615	2542.153742308	77.9	168.8	4:41:32.308	2017/1/21	SD
17	Spectrogram 1	1	2553.650641551	2615.203032110	86.6	186.1	4:42:33.651	2017/1/21	SD
18	Spectrogram 1	1	2692.237925817	2767.762331411	95.2	402.6	4:44:52.238	2017/1/21	SU
19	Spectrogram 1	1	3069.253261684	3128.791668094	69.3	194.8	4:51:09.253	2017/1/21	SD
20	Spectrogram 1	1	3284.149634822	3338.527206850	103.9	363.6	4:54:44.150	2017/1/21	SU
21	Spectrogram 1	1	3349.174532149	3399.775883898	121.2	406.9	4:55:49.175	2017/1/21	SU
22	Spectrogram 1	1	3468.335602914	3526.363521212	60.6	186.1	4:57:48.336	2017/1/21	SD
23	Spectrogram 1	1	3685.216520979	3745.384297436	77.9	385.3	5:01:25.217	2017/1/21	SU
24	Spectrogram 1	1	3913.048927855	3959.999933333	177.5	411.3	5:05:13.049	2017/1/21	SU
25	Spectrogram 1	1	4054.280469602	4099.091616922	108.2	393.9	5:07:34.280	2017/1/21	SU
26	Spectrogram 1	1	4253.031327231	4311.814489585	103.9	173.2	5:10:53.031	2017/1/21	SD
27	Spectrogram 1	1	4473.818089394	4524.419441142	160.2	415.6	5:14:33.818	2017/1/21	SU
28	Spectrogram 1	1	4668.484497600	4725.001927786	69.3	181.8	5:17:48.484	2017/1/21	SD
29	Spectrogram 1	1	4725.718722271	4781.229160383	82.3	363.6	5:18:45.719	2017/1/21	SU
30	Spectrogram 1	1	4986.125757343	5031.566274709	116.9	428.6	5:23:06.126	2017/1/21	SU
31	Spectrogram 1	1	5131.761986131	5193.566124709	73.6	164.5	5:25:31.762	2017/1/21	SD
32	Spectrogram 1	1	5470.802133289	5535.501374082	99.6	368.0	5:31:10.802	2017/1/21	SU
33	Spectrogram 1	1	5748.300854263	5796.132977806	103.9	164.5	5:35:48.301	2017/1/21	SD
34	Spectrogram 1	1	5867.370596620	5927.412499068	60.6	181.8	5:37:47.371	2017/1/21	SD
35	Spectrogram 1	1	6076.195578089	6110.433308625	207.8	398.3	5:41:16.196	2017/1/21	SU
36	Spectrogram 1	1	6219.047256975	6276.571679236	73.6	177.5	5:43:39.047	2017/1/21	SD
37	Spectrogram 1	1	6311.456818077	6371.999500000	95.2	402.6	5:45:11.457	2017/1/21	SU
38	Spectrogram 1	1	6549.608177156	6589.384364103	82.3	160.2	5:49:09.608	2017/1/21	SD
39	Spectrogram 1	1	6637.076493554	6682.139388892	203.5	428.6	5:50:37.076	2017/1/21	SU
40	Spectrogram 1	1	6817.720267016	6876.377555361	77.9	194.8	5:53:37.720	2017/1/21	SD
41	Spectrogram 1	1	7092.251481352	7151.538139744	77.9	393.9	5:58:12.251	2017/1/21	SU
42	Spectrogram 1	1	7299.188802681	7359.734201166	86.6	190.5	6:01:39.189	2017/1/21	SD
43	Spectrogram 1	1	7418.832199782	7468.426559456	99.6	160.2	6:03:38.832	2017/1/21	SD
44	Spectrogram 1	1	7594.426442789	7651.447369013	77.9	190.5	6:06:34.426	2017/1/21	SD
45	Spectrogram 1	1	7783.552440559	7828.237713869	207.8	398.3	6:09:43.552	2017/1/21	SU
46	Spectrogram 1	1	7997.790004429	8052.671072494	95.2	181.8	6:13:17.790	2017/1/21	SD
47	Spectrogram 1	1	7891.099014299	7953.910144951	99.6	381.0	6:11:31.099	2017/1/21	SU
48	Spectrogram 1	1	8148.743290821	8198.589398514	73.6	155.8	6:15:48.743	2017/1/21	SD
49	Spectrogram 1	1	8308.573383450	8364.209695571	103.9	415.6	6:18:28.573	2017/1/21	SD
50	Spectrogram 1	1	8928.503329371	8990.810963986	82.3	415.6	6:28:48.503	2017/1/21	SU
51	Spectrogram 1	1	9326.895018881	9375.608260490	77.9	173.2	6:35:26.895	2017/1/21	SD
53	Spectrogram 1	1	9514.699076807	9548.181563287	181.8	411.3	6:38:34.699	2017/1/21	SU
54	Spectrogram 1	1	9705.649948951	9778.279252331	77.9	381.0	6:41:45.650	2017/1/21	SU
55	Spectrogram 1	1	9948.023815807	9996.862931425	69.3	142.9	6:45:48.024	2017/1/21	SD
56	Spectrogram 1	1	10160.559068648	10211.160420396	77.9	173.2	6:49:20.559	2017/1/21	SD
57	Spectrogram 1	1	10102.774485474	10142.173050392	207.8	398.3	6:48:22.774	2017/1/21	SU
58	Spectrogram 1	1	10501.300461888	10555.803907925	69.3	173.2	6:55:01.300	2017/1/21	SD
59	Spectrogram 1	1	10663.677933916	10735.300245221	69.3	398.3	6:57:43.678	2017/1/21	SU
60	Spectrogram 1	1	10920.452201713	10977.095505909	69.3	186.1	7:02:00.452	2017/1/21	SD
61	Spectrogram 1	1	11421.314496037	11457.062714685	116.9	372.3	7:10:21.314	2017/1/21	SU
62	Spectrogram 1	1	12151.635948135	12210.922606527	95.2	389.6	7:22:31.636	2017/1/21	SU
63	Spectrogram 1	1	12407.538259091	12450.209548252	69.3	142.9	7:26:47.538	2017/1/21	SD
64	Spectrogram 1	1	12936.209548252	12988.195514103	90.9	381.0	7:35:36.210	2017/1/21	SU
65	Spectrogram 1	1	13454.810916667	13499.622063986	69.3	147.2	7:44:14.811	2017/1/21	SD
66	Spectrogram 1	1	13688.826619947	13748.490900367	77.9	359.3	7:48:08.827	2017/1/21	SU
67	Spectrogram 1	1	14140.195347436	14200.488997902	69.3	173.2	7:55:40.195	2017/1/21	SD
68	Spectrogram 1	1	14449.342364336	14508.880770746	69.3	186.1	8:00:49.342	2017/1/21	SD
69	Spectrogram 1	1	14640.715324450	14688.673322003	190.5	398.3	8:04:00.715	2017/1/21	SU
70	Spectrogram 1	1	15158.361972114	15211.103182021	73.6	194.8	8:12:38.362	2017/1/21	SD
71	Spectrogram 1	1	15462.302490428	15521.085652782	64.9	207.8	8:17:42.302	2017/1/21	SD
72	Spectrogram 1	1	15872.727011772	15917.915781119	99.6	393.9	8:24:32.727	2017/1/21	SU
73	Spectrogram 1	1	15906.838868298	15970.027620979	64.9	355.0	8:25:06.839	2017/1/21	SU
74	Spectrogram 1	1	16281.817992075	16334.685075991	69.3	181.8	8:31:21.818	2017/1/21	SD
75	Spectrogram 1	1	16461.943699417	16497.691918065	281.4	445.9	8:34:21.944	2017/1/21	SU
76	Spectrogram 1	1	16593.274757084	16650.925053355	73.6	190.5	8:36:33.275	2017/1/21	SD
78	Spectrogram 1	1	17054.181363287	17110.321171445	64.9	203.5	8:44:14.181	2017/1/21	SD
79	Spectrogram 1	1	17237.578895735	17285.536893288	86.6	363.6	8:47:17.579	2017/1/21	SU
80	Spectrogram 1	1	17583.412025449	17641.439943747	69.3	194.8	8:53:03.412	2017/1/21	SD
81	Spectrogram 1	1	17954.936674009	18007.677883916	73.6	194.8	8:59:14.937	2017/1/21	SD
82	Spectrogram 1	1	18257.789990443	18299.202539510	86.6	385.3	9:04:17.790	2017/1/21	SU
83	Spectrogram 1	1	18175.639895120	18222.087404561	199.1	406.9	9:02:55.640	2017/1/21	SU
84	Spectrogram 1	1	18474.912120705	18531.555424901	73.6	203.5	9:07:54.912	2017/1/21	SD
85	Spectrogram 1	1	18807.104283217	18846.502848135	225.1	389.6	9:13:27.104	2017/1/21	SU
86	Spectrogram 1	1	19296.530222496	19347.005700235	77.9	207.8	9:21:36.530	2017/1/21	SD
87	Spectrogram 1	1	19380.793112696	19418.681189502	164.5	419.9	9:23:00.793	2017/1/21	SU
88	Spectrogram 1	1	19726.740695338	19766.894504312	73.6	177.5	9:28:46.741	2017/1/21	SD
89	Spectrogram 1	1	19987.552092657	20025.062547436	277.1	393.9	9:33:07.552	2017/1/21	SU
90	Spectrogram 1	1	20565.440119464	20609.118400699	173.2	398.3	9:42:45.440	2017/1/21	SU
91	Spectrogram 1	1	22221.686880247	22261.714815212	212.1	415.6	10:10:21.687	2017/1/21	SU
92	Spectrogram 1	1	22532.337173979	22580.043423513	69.3	155.8	10:15:32.337	2017/1/21	SD
93	Spectrogram 1	1	22868.307370047	22902.293352564	207.8	393.9	10:21:08.307	2017/1/21	SU
94	Spectrogram 1	1	22926.083540326	22977.943632168	64.9	181.8	10:22:06.084	2017/1/21	SD
