Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	556.489445221	618.797079837	95.2	363.6	4:09:16.489	2017/1/25	SU
2	Spectrogram 1	1	725.789987762	780.167559790	134.2	411.3	4:12:05.790	2017/1/25	SU
3	Spectrogram 1	1	2711.328410839	2757.901794289	121.2	342.0	4:45:11.328	2017/1/25	SU
4	Spectrogram 1	1	3016.825081469	3072.964889627	95.2	368.0	4:50:16.825	2017/1/25	SU
5	Spectrogram 1	1	3401.169814180	3447.365575602	82.3	186.1	4:56:41.170	2017/1/25	SD
6	Spectrogram 1	1	3584.013817483	3641.538239744	186.1	389.6	4:59:44.014	2017/1/25	SU
7	Spectrogram 1	1	4112.307484615	4155.985765851	121.2	363.6	5:08:32.307	2017/1/25	SU
8	Spectrogram 1	1	4860.503496037	4910.349603730	86.6	329.0	5:21:00.503	2017/1/25	SU
9	Spectrogram 1	1	6530.978823776	6569.873892657	103.9	355.0	5:48:50.979	2017/1/25	SU
10	Spectrogram 1	1	6812.559432634	6877.888043473	125.5	368.0	5:53:32.559	2017/1/25	\
11	Spectrogram 1	1	6935.412465734	6982.615219231	77.9	160.2	5:55:35.412	2017/1/25	SD
12	Spectrogram 1	1	8333.748185315	8385.356529138	116.9	393.9	6:18:53.748	2017/1/25	SU
13	Spectrogram 1	1	8816.978957110	8871.608277156	129.9	381.0	6:26:56.979	2017/1/25	SU
14	Spectrogram 1	1	8979.608177156	9012.964789627	82.3	398.3	6:29:39.608	2017/1/25	SU
15	Spectrogram 1	1	9066.665229210	9115.378470819	60.6	381.0	6:31:06.665	2017/1/25	SU
16	Spectrogram 1	1	9339.734167832	9387.062795338	82.3	164.5	6:35:39.734	2017/1/25	SD
17	Spectrogram 1	1	9501.859891841	9553.594109674	125.5	363.6	6:38:21.860	2017/1/25	SU
18	Spectrogram 1	1	10833.939624212	10889.450062324	99.6	346.3	7:00:33.940	2017/1/25	SU
19	Spectrogram 1	1	10886.554960109	10933.757713606	103.9	376.6	7:01:26.555	2017/1/25	SU
20	Spectrogram 1	1	11502.243035124	11557.249977199	103.9	350.6	7:11:42.243	2017/1/25	SU
21	Spectrogram 1	1	11670.797196503	11723.034910373	90.9	381.0	7:14:30.797	2017/1/25	SU
22	Spectrogram 1	1	12181.216754312	12259.762136131	90.9	355.0	7:23:01.217	2017/1/25	SU
23	Spectrogram 1	1	12476.647559769	12527.248911517	134.2	428.6	7:27:56.648	2017/1/25	SU
24	Spectrogram 1	1	12977.510009049	13033.020447161	56.3	376.6	7:36:17.510	2017/1/25	SU
25	Spectrogram 1	1	13738.055192659	13795.957236948	77.9	502.2	7:48:58.055	2017/1/25	SU
26	Spectrogram 1	1	15280.237563869	15336.251498019	121.2	393.9	8:14:40.238	2017/1/25	SU
27	Spectrogram 1	1	16721.873942657	16773.734034499	95.2	567.1	8:38:41.874	2017/1/25	SU
29	Spectrogram 1	1	23438.013884149	23478.545315152	134.2	333.3	10:30:38.014	2017/1/25	SU
30	Spectrogram 1	1	25854.797113170	25906.908953030	121.2	359.3	11:10:54.797	2017/1/25	SU
31	Spectrogram 1	1	26434.447376107	26483.664113753	86.6	346.3	11:20:34.447	2017/1/25	SU
32	Spectrogram 1	1	27278.685256643	27318.587317599	125.5	381.0	11:34:38.685	2017/1/25	SU
33	Spectrogram 1	1	27713.580408858	27766.699240793	90.9	350.6	11:41:53.580	2017/1/25	SU
34	Spectrogram 1	1	28298.517380186	28357.678164569	142.9	389.6	11:51:38.517	2017/1/25	SU
35	Spectrogram 1	1	29009.874221271	29058.713336889	99.6	432.9	12:03:29.874	2017/1/25	SU
36	Spectrogram 1	1	28883.544780786	28919.670621462	151.5	406.9	12:01:23.545	2017/1/25	SU
37	Spectrogram 1	1	29441.957780886	29486.768928205	51.9	545.5	12:10:41.958	2017/1/25	SU
38	Spectrogram 1	1	29703.020926224	29766.839048951	134.2	445.9	12:15:03.021	2017/1/25	SU
39	Spectrogram 1	1	32078.643354196	32125.216737646	103.9	432.9	12:54:38.643	2017/1/25	SU
40	Spectrogram 1	1	32299.048744522	32337.943813403	77.9	173.2	12:58:19.049	2017/1/25	SD
41	Spectrogram 1	1	33050.517480186	33101.118831935	103.9	571.4	13:10:50.517	2017/1/25	SU
42	Spectrogram 1	1	33246.629186713	33268.531264336	346.3	428.6	13:14:06.629	2017/1/25	SU
43	Spectrogram 1	1	33366.576606510	33427.122004995	125.5	381.0	13:16:06.577	2017/1/25	SU
44	Spectrogram 1	1	36705.538661488	36762.559587712	95.2	194.8	14:11:45.539	2017/1/25	SD
45	Spectrogram 1	1	36779.174956942	36837.958119297	116.9	406.9	14:12:59.175	2017/1/25	SU
46	Spectrogram 1	1	37019.580342191	37068.797079837	168.8	402.6	14:16:59.580	2017/1/25	SU
47	Spectrogram 1	1	37024.111806527	37073.328544172	95.2	168.8	14:17:04.112	2017/1/25	SD
48	Spectrogram 1	1	37391.871810844	37438.571068303	95.2	199.1	14:23:11.872	2017/1/25	SD
49	Spectrogram 1	1	37952.811147319	38006.936971329	90.9	194.8	14:32:32.811	2017/1/25	SD
50	Spectrogram 1	1	38479.594326340	38531.328544172	82.3	177.5	14:41:19.594	2017/1/25	SD
51	Spectrogram 1	1	39199.858175352	39240.641354373	73.6	160.2	14:53:19.858	2017/1/25	SD
52	Spectrogram 1	1	39940.615302564	39996.880984732	164.5	385.3	15:05:40.615	2017/1/25	SU
53	Spectrogram 1	1	40202.399301313	40251.616038958	82.3	372.3	15:10:02.399	2017/1/25	SU
54	Spectrogram 1	1	40314.559654093	40369.692470177	77.9	186.1	15:11:54.560	2017/1/25	SD
55	Spectrogram 1	1	40941.692198718	40996.195644755	108.2	376.6	15:22:21.692	2017/1/25	SU
56	Spectrogram 1	1	41119.626676511	41178.787460893	86.6	190.5	15:25:19.627	2017/1/25	SD
57	Spectrogram 1	1	41431.518588774	41489.420633063	99.6	186.1	15:30:31.519	2017/1/25	SD
58	Spectrogram 1	1	41575.770203459	41627.756169310	86.6	368.0	15:32:55.770	2017/1/25	SU
59	Spectrogram 1	1	41855.916028438	41913.314576690	103.9	177.5	15:37:35.916	2017/1/25	SD
60	Spectrogram 1	1	42289.552440559	42343.804138578	103.9	363.6	15:44:49.552	2017/1/25	SU
61	Spectrogram 1	1	42803.999966667	42859.636278788	225.1	389.6	15:53:24.000	2017/1/25	SU
62	Spectrogram 1	1	43443.188636014	43493.286491725	103.9	359.3	16:04:03.189	2017/1/25	SU
63	Spectrogram 1	1	43602.512392787	43656.386468778	147.2	337.7	16:06:42.512	2017/1/25	SU
64	Spectrogram 1	1	44445.398398252	44508.713024942	77.9	164.5	16:20:45.398	2017/1/25	SD
65	Spectrogram 1	1	44358.579884126	44415.600810349	90.9	381.0	16:19:18.580	2017/1/25	SU
66	Spectrogram 1	1	44949.901877622	45002.517213520	233.8	415.6	16:29:09.902	2017/1/25	SU
67	Spectrogram 1	1	45082.119163087	45139.140089311	86.6	381.0	16:31:22.119	2017/1/25	SU
68	Spectrogram 1	1	45116.660315511	45163.863069008	86.6	168.8	16:31:56.660	2017/1/25	SD
69	Spectrogram 1	1	45530.703034843	45584.577110834	90.9	225.1	16:38:50.703	2017/1/25	SD
70	Spectrogram 1	1	45693.944046737	45726.671289161	90.9	381.0	16:41:33.944	2017/1/25	SU
71	Spectrogram 1	1	45901.636162121	45956.517230186	303.0	398.3	16:45:01.636	2017/1/25	SU
