Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	35094.335569580	35145.943913403	272.7	406.9	13:44:54.336	2017/2/22	SU
2	Spectrogram 1	1	35723.957814219	35757.817922727	311.7	376.6	13:55:23.958	2017/2/22	C
3	Spectrogram 1	1	38542.153708974	38570.601235082	294.4	355.0	14:42:22.154	2017/2/22	C
4	Spectrogram 1	1	40172.097605711	40206.335336247	303.0	363.6	15:09:32.098	2017/2/22	C
5	Spectrogram 1	1	40929.356545804	40967.873992657	311.7	372.3	15:22:09.357	2017/2/22	C
6	Spectrogram 1	1	41820.167809790	41863.090846970	272.7	368.0	15:37:00.168	2017/2/22	C
7	Spectrogram 1	1	44513.244489277	44546.349353730	290.0	389.6	16:21:53.244	2017/2/22	C
8	Spectrogram 1	1	45482.727009091	45517.216487646	303.0	406.9	16:38:02.727	2017/2/22	C
9	Spectrogram 1	1	46348.320214387	46386.711787230	277.1	363.6	16:52:28.320	2017/2/22	C
10	Spectrogram 1	1	47922.167559790	47960.685006643	303.0	363.6	17:18:42.168	2017/2/22	C
11	Spectrogram 1	1	48750.499654301	48780.835290548	294.4	385.3	17:32:30.500	2017/2/22	C
12	Spectrogram 1	1	49601.706266200	49638.839098951	281.4	368.0	17:46:41.706	2017/2/22	C
13	Spectrogram 1	1	51216.545281818	51253.300492541	281.4	363.6	18:13:36.545	2017/2/22	C
14	Spectrogram 1	1	52676.936887995	52725.776003613	294.4	450.2	18:37:56.937	2017/2/22	SU
15	Spectrogram 1	1	53625.438707746	53673.270831290	277.1	441.6	18:53:45.439	2017/2/22	SU
16	Spectrogram 1	1	57540.713108275	57568.153642308	277.1	359.3	19:59:00.713	2017/2/22	C
17	Spectrogram 1	1	59102.181543939	59133.398298252	298.7	381.0	20:25:02.182	2017/2/22	C
18	Spectrogram 1	1	84403.258440093	84428.559115967	277.1	346.3	3:26:43.258	2017/2/23	C
