Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	6906.839065618	6961.342511655	69.3	411.3	5:55:06.839	2017/1/15	SU
2	Spectrogram 1	1	7365.902027622	7429.090780303	112.6	381.0	6:02:45.902	2017/1/15	SU
3	Spectrogram 1	1	7901.698268016	7963.250658576	73.6	381.0	6:11:41.698	2017/1/15	SU
4	Spectrogram 1	1	8834.978940443	8911.510338112	90.9	398.3	6:27:14.979	2017/1/15	SU
5	Spectrogram 1	1	9423.062762005	9503.999750000	77.9	376.6	6:37:03.063	2017/1/15	SU
6	Spectrogram 1	1	11261.957964219	11325.020842890	86.6	199.1	7:07:41.958	2017/1/15	SU
7	Spectrogram 1	1	11925.062695338	11991.775920280	77.9	393.9	7:18:45.063	2017/1/15	SU
8	Spectrogram 1	1	13390.363387879	13452.545148485	95.2	406.9	7:43:10.363	2017/1/15	SU
9	Spectrogram 1	1	14083.518355648	14139.406415788	99.6	402.6	7:54:43.518	2017/1/15	SU
10	Spectrogram 1	1	15135.608327156	15192.755127389	95.2	203.5	8:12:15.608	2017/1/15	SU
11	Spectrogram 1	1	24557.286475058	24611.538173077	103.9	398.3	10:49:17.286	2017/1/15	SU
12	Spectrogram 1	1	25836.419507809	25897.846024359	112.6	450.2	11:10:36.420	2017/1/15	SU
13	Spectrogram 1	1	26740.825164802	26800.615319231	95.2	454.5	11:25:40.825	2017/1/15	SU
15	Spectrogram 1	1	56882.139841492	56919.776170280	73.6	160.2	19:48:02.140	2017/1/15	SD
16	Spectrogram 1	1	58071.901877622	58119.104631119	86.6	160.2	20:07:51.902	2017/1/15	SD
17	Spectrogram 1	1	58445.874009324	58492.573266783	64.9	181.8	20:14:05.874	2017/1/15	SD
18	Spectrogram 1	1	59082.545198485	59133.775920280	82.3	147.2	20:24:42.545	2017/1/15	SD
19	Spectrogram 1	1	59397.230671795	59450.727125758	73.6	151.5	20:29:57.231	2017/1/15	SD
20	Spectrogram 1	1	60294.839132284	60338.013917483	77.9	173.2	20:44:54.839	2017/1/15	SD
21	Spectrogram 1	1	61556.475227739	61593.733934499	108.2	155.8	21:05:56.475	2017/1/15	SU
