Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	1171.006808741	1212.419357809	86.6	381.0	4:19:31.007	2017/2/11	SU
2	Spectrogram 1	1	20233.384330769	20272.027651632	43.3	155.8	9:37:13.384	2017/2/11	SD
3	Spectrogram 1	1	20671.929829254	20713.720000350	82.3	155.8	9:44:31.930	2017/2/11	SD
4	Spectrogram 1	1	28937.517405245	28979.433450350	246.8	402.6	12:02:17.517	2017/2/11	SU
5	Spectrogram 1	1	39105.377580420	39149.055861655	220.8	411.3	14:51:45.378	2017/2/11	SU
6	Spectrogram 1	1	39786.974968080	39830.401501297	90.9	363.6	15:03:06.975	2017/2/11	SU
7	Spectrogram 1	1	41289.293892191	41327.559591026	277.1	385.3	15:28:09.294	2017/2/11	SU
8	Spectrogram 1	1	44239.154000699	44283.713400000	108.2	376.6	16:17:19.154	2017/2/11	SU
9	Spectrogram 1	1	44940.272682634	44979.545373543	82.3	350.6	16:29:00.273	2017/2/11	SU
10	Spectrogram 1	1	47388.902036014	47432.076821212	129.9	381.0	17:09:48.902	2017/2/11	SU
11	Spectrogram 1	1	47862.440509091	47905.867042308	168.8	359.3	17:17:42.441	2017/2/11	SU
12	Spectrogram 1	1	53200.132824476	53239.279641375	86.6	398.3	18:46:40.133	2017/2/11	SU
13	Spectrogram 1	1	54393.671530886	54433.825339860	108.2	389.6	19:06:33.672	2017/2/11	SU
14	Spectrogram 1	1	54450.188961072	54488.077037879	82.3	376.6	19:07:30.189	2017/2/11	SU
15	Spectrogram 1	1	56916.566549767	56962.762311189	99.6	406.9	19:48:36.567	2017/2/11	SU
16	Spectrogram 1	1	57486.902136014	57534.356637529	90.9	363.6	19:58:06.902	2017/2/11	SU
17	Spectrogram 1	1	60255.377797086	60300.063070396	69.3	385.3	20:44:15.378	2017/2/11	SU
18	Spectrogram 1	1	72155.895060606	72206.748160373	90.9	406.9	0:02:35.895	2017/2/12	SU
19	Spectrogram 1	1	73527.797238228	73590.608368881	82.3	311.7	0:25:27.797	2017/2/12	SU
20	Spectrogram 1	1	80703.000141725	80757.251839744	190.5	381.0	2:25:03.000	2017/2/12	SU
