Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	648.248892311	698.472622032	86.6	164.5	4:10:48.249	2017/2/3	SD
2	Spectrogram 1	1	992.391589510	1029.398548252	95.2	155.8	4:16:32.392	2017/2/3	SD
3	Spectrogram 1	1	1263.272457576	1299.272424242	138.5	372.3	4:21:03.272	2017/2/3	SU
5	Spectrogram 1	1	1768.908803030	1807.048627855	99.6	142.9	4:29:28.909	2017/2/3	SD
6	Spectrogram 1	1	25090.489228555	25138.447226107	82.3	368.0	10:58:10.489	2017/2/3	SU
7	Spectrogram 1	1	25278.167826457	25295.034943706	51.9	320.3	11:01:18.168	2017/2/3	C
8	Spectrogram 1	1	25809.608343823	25868.769128205	82.3	320.3	11:10:09.608	2017/2/3	SU
9	Spectrogram 1	1	26073.652961654	26136.841714334	77.9	381.0	11:14:33.653	2017/2/3	SU
10	Spectrogram 1	1	26960.852933100	27006.293450466	86.6	160.2	11:29:20.853	2017/2/3	SD
11	Spectrogram 1	1	26833.342561655	26868.209662238	103.9	190.5	11:27:13.343	2017/2/3	SD
12	Spectrogram 1	1	27051.180604497	27116.509215336	73.6	493.5	11:30:51.181	2017/2/3	SU
13	Spectrogram 1	1	29457.707951999	29512.966642092	95.2	186.1	12:10:57.708	2017/2/3	SD
14	Spectrogram 1	1	35281.887843473	35337.146533566	86.6	155.8	13:48:01.888	2017/2/3	SD
15	Spectrogram 1	1	35660.894935548	35702.433358625	90.9	181.8	13:54:20.895	2017/2/3	SD
16	Spectrogram 1	1	37526.727175758	37576.825031469	86.6	160.2	14:25:26.727	2017/2/3	SD
17	Spectrogram 1	1	38517.104781119	38565.566274709	56.3	173.2	14:41:57.105	2017/2/3	SD
19	Spectrogram 1	1	39008.262909794	39052.444687067	103.9	199.1	14:50:08.263	2017/2/3	SD
20	Spectrogram 1	1	39431.706232867	39482.685206643	86.6	164.5	14:57:11.706	2017/2/3	SD
21	Spectrogram 1	1	39816.359798881	39877.031071376	86.6	190.5	15:03:36.360	2017/2/3	SD
