Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	9526.657071678	9571.468218998	82.3	173.2	6:38:46.657	2017/2/13	SD
2	Spectrogram 1	1	9866.197105882	9914.784473481	99.6	190.5	6:44:26.197	2017/2/13	SD
3	Spectrogram 1	1	13433.034677040	13475.328344172	121.2	190.5	7:43:53.035	2017/2/13	SD
4	Spectrogram 1	1	13873.090663636	13918.279432984	86.6	190.5	7:51:13.091	2017/2/13	SD
5	Spectrogram 1	1	16300.699057459	16369.426266550	90.9	168.8	8:31:40.699	2017/2/13	SD
6	Spectrogram 1	1	28278.125790676	28320.041835781	186.1	355.0	11:51:18.126	2017/2/13	SU
7	Spectrogram 1	1	28502.092303765	28549.798553299	290.0	381.0	11:55:02.092	2017/2/13	SU
8	Spectrogram 1	1	28854.503329371	28900.573216783	121.2	381.0	12:00:54.503	2017/2/13	SU
9	Spectrogram 1	1	30133.762236131	30178.321635431	108.2	368.0	12:22:13.762	2017/2/13	SU
10	Spectrogram 1	1	30763.168789151	30811.000912694	90.9	406.9	12:32:43.169	2017/2/13	SU
11	Spectrogram 1	1	31606.489495221	31648.783162354	251.1	398.3	12:46:46.489	2017/2/13	SU
12	Spectrogram 1	1	31826.265515501	31867.048694522	264.1	406.9	12:50:26.266	2017/2/13	SU
13	Spectrogram 1	1	32783.286508392	32833.384364103	259.7	385.3	13:06:23.287	2017/2/13	SU
14	Spectrogram 1	1	32689.384497436	32732.055786597	90.9	173.2	13:04:49.384	2017/2/13	SD
15	Spectrogram 1	1	33240.838982284	33286.782995688	82.3	181.8	13:14:00.839	2017/2/13	SD
16	Spectrogram 1	1	33609.524405594	33659.748135315	112.6	238.1	13:20:09.524	2017/2/13	SU
17	Spectrogram 1	1	33683.127962018	33728.442605375	298.7	393.9	13:21:23.128	2017/2/13	SU
18	Spectrogram 1	1	34817.199309804	34868.178283580	103.9	177.5	13:40:17.199	2017/2/13	SD
19	Spectrogram 1	1	35051.790154429	35087.034877040	303.0	402.6	13:44:11.790	2017/2/13	SU
20	Spectrogram 1	1	35274.587150932	35319.775920280	129.9	376.6	13:47:54.587	2017/2/13	SU
21	Spectrogram 1	1	35696.391406177	35745.859891841	121.2	402.6	13:54:56.391	2017/2/13	SU
22	Spectrogram 1	1	37002.209728904	37051.929962587	138.5	411.3	14:16:42.210	2017/2/13	SU
23	Spectrogram 1	1	37094.868919714	37138.043704912	103.9	411.3	14:18:14.869	2017/2/13	SU
24	Spectrogram 1	1	37659.398381585	37703.076662821	90.9	402.6	14:27:39.398	2017/2/13	SU
25	Spectrogram 1	1	39151.636112121	39212.559132634	95.2	381.0	14:52:31.636	2017/2/13	SU
26	Spectrogram 1	1	39527.204054826	39578.686524639	116.9	406.9	14:58:47.204	2017/2/13	SU
27	Spectrogram 1	1	39692.854251096	39755.791255758	86.6	376.6	15:01:32.854	2017/2/13	SU
28	Spectrogram 1	1	40885.678264569	40942.069820746	77.9	402.6	15:21:25.678	2017/2/13	SU
29	Spectrogram 1	1	41604.419307809	41645.076612821	77.9	173.2	15:33:24.419	2017/2/13	SD
30	Spectrogram 1	1	41555.202570163	41615.747968648	95.2	350.6	15:32:35.203	2017/2/13	SU
31	Spectrogram 1	1	42294.587400932	42337.258690093	151.5	381.0	15:44:54.587	2017/2/13	SU
32	Spectrogram 1	1	42986.265532168	43023.901860956	155.8	398.3	15:56:26.266	2017/2/13	SU
33	Spectrogram 1	1	42902.802651091	42944.592822187	251.1	381.0	15:55:02.803	2017/2/13	SU
34	Spectrogram 1	1	47179.132832751	47220.797129837	225.1	424.2	17:06:19.133	2017/2/13	SU
35	Spectrogram 1	1	49185.818089394	49237.426433217	108.2	363.6	17:39:45.818	2017/2/13	SU
36	Spectrogram 1	1	49331.957814219	49375.132599417	199.1	381.0	17:42:11.958	2017/2/13	SU
37	Spectrogram 1	1	49760.559265967	49800.587200932	138.5	389.6	17:49:20.559	2017/2/13	SU
38	Spectrogram 1	1	49801.342444988	49854.838898951	95.2	342.0	17:50:01.342	2017/2/13	SU
39	Spectrogram 1	1	50680.195678089	50705.999850000	255.4	402.6	18:04:40.196	2017/2/13	SU
40	Spectrogram 1	1	54174.083704895	54222.671072494	69.3	346.3	19:02:54.084	2017/2/13	SU
41	Spectrogram 1	1	54364.853424317	54406.517721404	281.4	385.3	19:06:04.853	2017/2/13	SU
42	Spectrogram 1	1	54415.706524084	54463.286899609	277.1	389.6	19:06:55.707	2017/2/13	SU
43	Spectrogram 1	1	55474.363571212	55516.531364336	39.0	389.6	19:24:34.364	2017/2/13	SU
44	Spectrogram 1	1	56160.251498019	56210.852849767	112.6	376.6	19:36:00.251	2017/2/13	SU
45	Spectrogram 1	1	57479.939697159	57533.184403103	147.2	415.6	19:57:59.940	2017/2/13	SU
46	Spectrogram 1	1	58619.706016200	58672.950722145	285.7	363.6	20:16:59.706	2017/2/13	SU
47	Spectrogram 1	1	58791.915778481	58855.859775218	116.9	359.3	20:19:51.916	2017/2/13	SU
48	Spectrogram 1	1	59634.077794944	59669.574265574	242.4	480.5	20:33:54.078	2017/2/13	SU
49	Spectrogram 1	1	59570.133798208	59611.546347275	86.6	419.9	20:32:50.134	2017/2/13	SU
50	Spectrogram 1	1	59395.798295294	59474.469551122	285.7	372.3	20:29:55.798	2017/2/13	SU
51	Spectrogram 1	1	60302.517446853	60347.454468182	272.7	415.6	20:45:02.517	2017/2/13	SU
52	Spectrogram 1	1	60466.531281002	60514.489278555	294.4	402.6	20:47:46.531	2017/2/13	SU
53	Spectrogram 1	1	60972.041752448	61006.531231002	303.0	398.3	20:56:12.042	2017/2/13	SU
54	Spectrogram 1	1	61263.566408042	61313.034893706	307.4	376.6	21:01:03.566	2017/2/13	SU
55	Spectrogram 1	1	61446.209595571	61503.230521795	147.2	398.3	21:04:06.210	2017/2/13	SU
56	Spectrogram 1	1	61355.832056876	61412.475361072	125.5	372.3	21:02:35.832	2017/2/13	SU
57	Spectrogram 1	1	61714.207394164	61764.305249875	103.9	164.5	21:08:34.207	2017/2/13	SD
58	Spectrogram 1	1	61997.664080420	62043.985715851	311.7	359.3	21:13:17.664	2017/2/13	SU
59	Spectrogram 1	1	62398.573250117	62430.671122494	307.4	402.6	21:19:58.573	2017/2/13	SU
60	Spectrogram 1	1	63830.784998152	63878.113625658	316.0	402.6	21:43:50.785	2017/2/13	SU
61	Spectrogram 1	1	64415.580175524	64456.237480536	134.2	346.3	21:53:35.580	2017/2/13	SU
62	Spectrogram 1	1	77086.950772145	77137.048627855	77.9	368.0	1:24:46.951	2017/2/14	SU
63	Spectrogram 1	1	76916.894985548	76964.097739044	125.5	381.0	1:21:56.895	2017/2/14	SU
64	Spectrogram 1	1	77573.706016200	77625.440234033	103.9	398.3	1:32:53.706	2017/2/14	SU
65	Spectrogram 1	1	78266.391589510	78316.867067249	95.2	389.6	1:44:26.392	2017/2/14	SU
66	Spectrogram 1	1	79009.803938578	79068.712974942	108.2	419.9	1:56:49.804	2017/2/14	SU
67	Spectrogram 1	1	79723.258723427	79774.489445221	103.9	393.9	2:08:43.259	2017/2/14	SU
68	Spectrogram 1	1	80916.041735781	80969.789937762	108.2	376.6	2:28:36.042	2017/2/14	SU
69	Spectrogram 1	1	83684.139774825	83739.146716900	129.9	549.8	3:14:44.140	2017/2/14	SU
70	Spectrogram 1	1	84404.435167959	84459.819732062	90.9	393.9	3:26:44.435	2017/2/14	SU
71	Spectrogram 1	1	85124.643287529	85172.223663054	90.9	376.6	3:38:44.643	2017/2/14	SU
72	Spectrogram 1	1	85980.839048951	86032.321518765	103.9	381.0	3:53:00.839	2017/2/14	SU
