Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	132.454610923	208.356638546	69.3	493.5	4:02:12.455	2017/1/7	SU
2	Spectrogram 1	1	702.755044056	755.244505944	47.6	389.6	4:11:42.755	2017/1/7	SU
3	Spectrogram 1	1	1216.950822145	1269.692032051	99.6	359.3	4:20:16.951	2017/1/7	SU
4	Spectrogram 1	1	7018.111689860	7078.405340326	86.6	381.0	5:56:58.112	2017/1/7	SU
5	Spectrogram 1	1	7545.020742890	7600.153558974	86.6	385.3	6:05:45.021	2017/1/7	SU
6	Spectrogram 1	1	8036.810947319	8094.335369580	77.9	355.0	6:13:56.811	2017/1/7	SU
7	Spectrogram 1	1	8541.566174709	8599.090596970	56.3	398.3	6:22:21.566	2017/1/7	SU
8	Spectrogram 1	1	10259.622327972	10326.839048951	60.6	376.6	6:50:59.622	2017/1/7	SU
9	Spectrogram 1	1	10872.880951399	10922.727059091	86.6	346.3	7:01:12.881	2017/1/7	SU
10	Spectrogram 1	1	12239.874042657	12296.013850816	69.3	346.3	7:23:59.874	2017/1/7	SU
11	Spectrogram 1	1	13302.125707343	13354.866917249	103.9	355.0	7:41:42.126	2017/1/7	SU
12	Spectrogram 1	1	15623.496437296	15685.300575874	82.3	368.0	8:20:23.496	2017/1/7	SU
13	Spectrogram 1	1	35016.671305828	35063.370563287	39.0	233.8	13:43:36.671	2017/1/7	SU
15	Spectrogram 1	1	37263.464995488	37325.395008076	116.9	428.6	14:21:03.465	2017/1/7	SU
16	Spectrogram 1	1	40353.860125175	40403.454484848	69.3	398.3	15:12:33.860	2017/1/7	SU
17	Spectrogram 1	1	55608.419391142	55665.692065385	69.3	164.5	19:26:48.419	2017/1/7	SD
18	Spectrogram 1	1	56003.664230420	56052.880968065	86.6	134.2	19:33:23.664	2017/1/7	SD
19	Spectrogram 1	1	56573.748068648	56635.426333217	77.9	181.8	19:42:53.748	2017/1/7	SD
20	Spectrogram 1	1	56823.800857586	56879.059547679	69.3	190.5	19:47:03.801	2017/1/7	SD
21	Spectrogram 1	1	57139.678064569	57198.335352914	56.3	199.1	19:52:19.678	2017/1/7	SD
22	Spectrogram 1	1	57529.887943473	57577.594193007	63.6	172.7	19:58:49.888	2017/1/7	SD
23	Spectrogram 1	1	57913.426499883	57962.139741492	60.6	181.8	20:05:13.426	2017/1/7	SD
24	Spectrogram 1	1	58325.286708392	58367.328627506	51.9	147.2	20:12:05.287	2017/1/7	SU
25	Spectrogram 1	1	60398.559315967	60435.566274709	39.0	155.8	20:46:38.559	2017/1/7	SD
26	Spectrogram 1	1	61485.482286480	61536.209512238	77.9	142.9	21:04:45.482	2017/1/7	SD
27	Spectrogram 1	1	61749.692282051	61808.475444406	60.6	190.5	21:09:09.692	2017/1/7	SU
28	Spectrogram 1	1	62004.713024942	62066.139541492	34.6	190.5	21:13:24.713	2017/1/7	SD
29	Spectrogram 1	1	62295.985932517	62347.971898368	47.6	186.1	21:18:15.986	2017/1/7	SD
30	Spectrogram 1	1	62995.266674089	63049.140750079	64.9	168.8	21:29:55.267	2017/1/7	SD
31	Spectrogram 1	1	63429.356412471	63485.873842657	60.6	190.5	21:37:09.356	2017/1/7	SD
32	Spectrogram 1	1	63773.748151981	63832.027818298	47.6	173.2	21:42:53.748	2017/1/7	SD
33	Spectrogram 1	1	73937.957980886	73981.132766084	51.9	177.5	0:32:17.958	2017/1/8	SD
34	Spectrogram 1	1	75136.405323660	75185.370313287	60.6	190.5	0:52:16.405	2017/1/8	SD
35	Spectrogram 1	1	75530.391422844	75585.524238928	56.3	186.1	0:58:50.391	2017/1/8	SD
36	Spectrogram 1	1	76339.132832751	76393.006908741	69.3	164.5	1:12:19.133	2017/1/8	SD
