Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	23126.223513054	23163.608093823	125.5	372.3	10:25:26.224	2017/2/12	SU
2	Spectrogram 1	1	23847.482486480	23887.762169464	99.6	372.3	10:37:27.482	2017/2/12	SU
3	Spectrogram 1	1	27501.356379138	27546.167526457	82.3	376.6	11:38:21.356	2017/2/12	SU
4	Spectrogram 1	1	28697.538439744	28746.125807343	112.6	346.3	11:58:17.538	2017/2/12	SU
5	Spectrogram 1	1	29208.964989627	29250.755160723	86.6	376.6	12:06:48.965	2017/2/12	SU
6	Spectrogram 1	1	29418.041719114	29486.768928205	103.9	355.0	12:10:18.042	2017/2/12	SU
7	Spectrogram 1	1	31136.223746387	31214.139758159	86.6	368.0	12:38:56.224	2017/2/12	SU
8	Spectrogram 1	1	34797.901827622	34834.027668298	173.2	376.6	13:39:57.902	2017/2/12	SU
9	Spectrogram 1	1	41603.915811772	41644.447242774	259.7	389.6	15:33:23.916	2017/2/12	SU
10	Spectrogram 1	1	45317.832056876	45369.062778671	242.4	359.3	16:35:17.832	2017/2/12	SU
12	Spectrogram 1	1	45773.748168648	45808.237647203	207.8	359.3	16:42:53.748	2017/2/12	SU
13	Spectrogram 1	1	48188.517413520	48228.167726457	259.7	402.6	17:23:08.517	2017/2/12	SU
14	Spectrogram 1	1	49196.895002214	49239.566291375	268.4	398.3	17:39:56.895	2017/2/12	SU
15	Spectrogram 1	1	49816.824948135	49863.901827622	90.9	155.8	17:50:16.825	2017/2/12	SD
16	Spectrogram 1	1	52597.510388112	52641.818039394	99.6	363.6	18:36:37.510	2017/2/12	SU
17	Spectrogram 1	1	59585.664063753	59643.062612005	60.6	432.9	20:33:05.664	2017/2/12	SU
18	Spectrogram 1	1	60068.517213520	60110.936754662	56.3	424.2	20:41:08.517	2017/2/12	SU
19	Spectrogram 1	1	60405.712209035	60455.935938755	60.6	363.6	20:46:45.712	2017/2/12	SU
20	Spectrogram 1	1	60774.293683800	60827.790137762	69.3	381.0	20:52:54.294	2017/2/12	SU
21	Spectrogram 1	1	61043.789937762	61088.601085082	95.2	355.0	20:57:23.790	2017/2/12	SU
22	Spectrogram 1	1	61346.517380186	61397.873975991	82.3	359.3	21:02:26.517	2017/2/12	SU
23	Spectrogram 1	1	62008.489245221	62053.552140559	86.6	363.6	21:13:28.489	2017/2/12	SU
24	Spectrogram 1	1	62288.811113986	62336.265615501	95.2	381.0	21:18:08.811	2017/2/12	SU
