Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	751.342411655	803.705999534	64.9	428.6	4:12:31.342	2017/2/19	SU
2	Spectrogram 1	1	1588.117377617	1644.508933794	69.3	393.9	4:26:28.117	2017/2/19	SU
3	Spectrogram 1	1	3191.538206410	3239.496203963	73.6	437.2	4:53:11.538	2017/2/19	SU
4	Spectrogram 1	1	3448.321635431	3479.538389744	121.2	363.6	4:57:28.322	2017/2/19	SU
5	Spectrogram 1	1	4106.139658159	4158.503246037	155.8	415.6	5:08:26.140	2017/2/19	SU
6	Spectrogram 1	1	5974.445225149	6016.613018273	125.5	398.3	5:39:34.445	2017/2/19	SU
7	Spectrogram 1	1	6169.675813611	6229.591842049	190.5	398.3	5:42:49.676	2017/2/19	SU
8	Spectrogram 1	1	6929.373521472	6991.681156088	95.2	402.6	5:55:29.374	2017/2/19	SU
9	Spectrogram 1	1	8459.496320629	8504.181593939	112.6	411.3	6:20:59.496	2017/2/19	SU
10	Spectrogram 1	1	15552.000000000	15602.223729720	99.6	406.9	8:19:12.000	2017/2/19	SU
11	Spectrogram 1	1	15645.020892890	15686.055819930	112.6	393.9	8:20:45.021	2017/2/19	SU
12	Spectrogram 1	1	16330.090973776	16384.972041841	112.6	389.6	8:32:10.091	2017/2/19	
13	Spectrogram 1	1	17279.056030070	17325.881161538	121.2	445.9	8:47:59.056	2017/2/19	SU
14	Spectrogram 1	1	17394.652836571	17438.834613844	99.6	359.3	8:49:54.653	2017/2/19	SU
15	Spectrogram 1	1	18379.491985522	18430.848581327	233.8	424.2	9:06:19.492	2017/2/19	SU
16	Spectrogram 1	1	19165.410098556	19217.270190397	264.1	428.6	9:19:25.410	2017/2/19	SU
17	Spectrogram 1	1	26692.804115385	26730.188696154	77.9	376.6	11:24:52.804	2017/2/19	SU
18	Spectrogram 1	1	26498.454644988	26530.049021329	225.1	415.6	11:21:38.455	2017/2/19	SU
19	Spectrogram 1	1	27270.440394172	27320.538249883	160.2	389.6	11:34:30.440	2017/2/19	SU
20	Spectrogram 1	1	28916.370740093	28951.993084732	95.2	393.9	12:01:56.371	2017/2/19	SU
21	Spectrogram 1	1	29584.636305594	29620.258650233	242.4	381.0	12:13:04.636	2017/2/19	SU
22	Spectrogram 1	1	31089.461437063	31140.314536830	212.1	415.6	12:38:09.461	2017/2/19	SU
23	Spectrogram 1	1	33442.241492575	33491.080608192	220.8	398.3	13:17:22.241	2017/2/19	SU
24	Spectrogram 1	1	35003.769105012	35052.482346620	259.7	424.2	13:43:23.769	2017/2/19	SU
25	Spectrogram 1	1	39895.363481352	39948.482313287	225.1	402.6	15:04:55.363	2017/2/19	SU
26	Spectrogram 1	1	41578.300786014	41630.160877855	203.5	406.9	15:32:58.301	2017/2/19	SU
27	Spectrogram 1	1	45514.132909557	45562.846151166	225.1	363.6	16:38:34.133	2017/2/19	SU
28	Spectrogram 1	1	48654.440394172	48702.398391725	272.7	441.6	17:30:54.440	2017/2/19	SU
29	Spectrogram 1	1	51381.251758159	51434.244716084	212.1	445.9	18:16:21.252	2017/2/19	SU
30	Spectrogram 1	1	58133.643414336	58182.986025991	246.8	406.9	20:08:53.643	2017/2/19	SU
