Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	105.104797786	157.468385664	277.1	519.5	4:01:45.105	2017/1/22	SU
2	Spectrogram 1	1	235.762019464	293.789937762	73.6	190.5	4:03:55.762	2017/1/22	SD
3	Spectrogram 1	1	477.050195238	514.308901998	108.2	359.3	4:07:57.050	2017/1/22	SU
4	Spectrogram 1	1	520.237730536	559.258673427	108.2	415.6	4:08:40.238	2017/1/22	SU
5	Spectrogram 1	1	589.720183683	642.964889627	77.9	190.5	4:09:49.720	2017/1/22	SD
6	Spectrogram 1	1	1062.881034732	1120.153708974	73.6	393.9	4:17:42.881	2017/1/22	SD
7	Spectrogram 1	1	1163.957864219	1205.244539277	173.2	432.9	4:19:23.958	2017/1/22	SU
8	Spectrogram 1	1	1240.111639860	1290.335369580	103.9	523.8	4:20:40.112	2017/1/22	SU
9	Spectrogram 1	1	1539.566358042	1596.839032284	69.3	497.8	4:25:39.566	2017/1/22	SD
11	Spectrogram 1	1	2010.083854895	2064.587300932	73.6	168.8	4:33:30.084	2017/1/22	SD
12	Spectrogram 1	1	2038.153758974	2077.929945921	116.9	415.6	4:33:58.154	2017/1/22	SU
13	Spectrogram 1	1	2126.769061538	2159.118681935	134.2	346.3	4:35:26.769	2017/1/22	SU
14	Spectrogram 1	1	2199.020742890	2255.034677040	350.6	519.5	4:36:39.021	2017/1/22	SU
15	Spectrogram 1	1	2515.846074359	2574.377488695	86.6	177.5	4:41:55.846	2017/1/22	SD
16	Spectrogram 1	1	2634.167643124	2675.202570163	125.5	432.9	4:43:54.168	2017/1/22	SU
17	Spectrogram 1	1	2921.412582401	2964.964989627	112.6	510.8	4:48:41.413	2017/1/22	SU
18	Spectrogram 1	1	3047.891028122	3100.128741992	64.9	164.5	4:50:47.891	2017/1/22	SD
19	Spectrogram 1	1	3219.331428822	3254.953773460	290.0	406.9	4:53:39.331	2017/1/22	SU
20	Spectrogram 1	1	3447.314643357	3506.097805711	86.6	506.5	4:57:27.315	2017/1/22	SU
21	Spectrogram 1	1	3904.615369231	3963.146783566	90.9	532.5	5:05:04.615	2017/1/22	SU
22	Spectrogram 1	1	4164.293450466	4214.894802214	393.9	541.1	5:09:24.293	2017/1/22	SU
23	Spectrogram 1	1	4217.647805438	4275.172227699	82.3	177.5	5:10:17.648	2017/1/22	SD
24	Spectrogram 1	1	4538.581328421	4577.602271312	255.4	432.9	5:15:38.581	2017/1/22	SU
25	Spectrogram 1	1	4564.763122361	4621.280552547	103.9	186.1	5:16:04.763	2017/1/22	SD
26	Spectrogram 1	1	4684.353935602	4722.116138399	103.9	342.0	5:18:04.354	2017/1/22	SU
27	Spectrogram 1	1	5082.419374476	5139.440300699	73.6	194.8	5:24:42.419	2017/1/22	SD
28	Spectrogram 1	1	4908.335619580	4948.489428555	95.2	164.5	5:21:48.336	2017/1/22	SD
29	Spectrogram 1	1	5192.347644110	5236.781169401	203.5	398.3	5:26:32.348	2017/1/22	SU
30	Spectrogram 1	1	5558.978823776	5603.915845105	86.6	359.3	5:32:38.979	2017/1/22	SU
31	Spectrogram 1	1	5435.874042657	5493.020842890	69.3	194.8	5:30:35.874	2017/1/22	SD
32	Spectrogram 1	1	5849.370613287	5905.762169464	69.3	173.2	5:37:29.371	2017/1/22	SD
33	Spectrogram 1	1	5964.612029055	6007.535066234	99.6	155.8	5:39:24.612	2017/1/22	SD
34	Spectrogram 1	1	6171.674774393	6229.073322644	69.3	194.8	5:42:51.675	2017/1/22	SD
35	Spectrogram 1	1	6318.789655547	6361.838566736	194.8	406.9	5:45:18.790	2017/1/22	SU
36	Spectrogram 1	1	6432.922970513	6487.048794522	129.9	519.5	5:47:12.923	2017/1/22	SU
37	Spectrogram 1	1	6596.181560606	6657.230455128	73.6	199.1	5:49:56.182	2017/1/22	SD
38	Spectrogram 1	1	6939.464169420	6976.345254152	168.8	393.9	5:55:39.464	2017/1/22	SU
39	Spectrogram 1	1	7120.722742847	7171.449968604	99.6	168.8	5:58:40.723	2017/1/22	SD
40	Spectrogram 1	1	7554.083671562	7590.209512238	147.2	385.3	6:05:54.084	2017/1/22	SU
41	Spectrogram 1	1	7621.547336658	7675.043790620	99.6	186.1	6:07:01.547	2017/1/22	SD
42	Spectrogram 1	1	8081.999119212	8125.425652429	99.6	398.3	6:14:41.999	2017/1/22	SU
43	Spectrogram 1	1	8758.825164802	8813.076862821	86.6	506.5	6:25:58.825	2017/1/22	SU
44	Spectrogram 1	1	8958.713091608	9012.964789627	99.6	168.8	6:29:18.713	2017/1/22	SD
45	Spectrogram 1	1	9081.918212280	9125.974115544	69.3	532.5	6:31:21.918	2017/1/22	SU
46	Spectrogram 1	1	9416.391439510	9456.545248485	69.3	523.8	6:36:56.391	2017/1/22	SU
47	Spectrogram 1	1	9285.356595804	9330.041869114	177.5	389.6	6:34:45.357	2017/1/22	SU
48	Spectrogram 1	1	9850.661727251	9894.969378533	69.3	190.5	6:44:10.662	2017/1/22	SD
49	Spectrogram 1	1	10019.458773755	10067.290897298	77.9	355.0	6:46:59.459	2017/1/22	SU
50	Spectrogram 1	1	10475.622127972	10511.496220629	251.1	476.2	6:54:35.622	2017/1/22	SU
51	Spectrogram 1	1	10891.132682751	10938.964806294	95.2	519.5	7:01:31.133	2017/1/22	SU
52	Spectrogram 1	1	11726.433508625	11773.636262121	90.9	536.8	7:15:26.434	2017/1/22	SU
53	Spectrogram 1	1	12753.188702681	12800.391456177	99.6	329.0	7:32:33.189	2017/1/22	SU
54	Spectrogram 1	1	14320.824964802	14352.293467133	99.6	142.9	7:58:40.825	2017/1/22	SD\
55	Spectrogram 1	1	14754.548804714	14798.101211940	69.3	519.5	8:05:54.549	2017/1/22	SU
56	Spectrogram 1	1	15136.992941259	15176.265632168	103.9	519.5	8:12:16.993	2017/1/22	SU
57	Spectrogram 1	1	15686.018877805	15729.823033049	173.2	398.3	8:21:26.019	2017/1/22	SU
58	Spectrogram 1	1	15961.954241888	16012.177971609	95.2	515.2	8:26:01.954	2017/1/22	SU
59	Spectrogram 1	1	16299.188569347	16338.209512238	121.2	398.3	8:31:39.189	2017/1/22	SU
60	Spectrogram 1	1	16711.552273893	16762.782995688	82.3	502.2	8:38:31.552	2017/1/22	SU
61	Spectrogram 1	1	17504.055936597	17547.608343823	121.2	406.9	8:51:44.056	2017/1/22	SU
62	Spectrogram 1	1	17663.172401235	17716.039485151	86.6	497.8	8:54:23.172	2017/1/22	SU
63	Spectrogram 1	1	17967.031071540	18013.982077017	77.9	173.2	8:59:27.031	2017/1/22	SD
64	Spectrogram 1	1	18187.048761189	18231.859908508	95.2	398.3	9:03:07.049	2017/1/22	SU
65	Spectrogram 1	1	18801.514753318	18843.682546441	238.1	398.3	9:13:21.515	2017/1/22	SU
66	Spectrogram 1	1	19163.202603497	19219.971781702	60.6	519.5	9:19:23.203	2017/1/22	SU
