Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	104.727175758	147.146716900	112.6	138.5	4:01:44.727	2017/2/15	SD
2	Spectrogram 1	1	2499.860075175	2552.349537063	186.1	381.0	4:41:39.860	2017/2/15	SU
3	Spectrogram 1	1	3197.328410839	3242.517180186	116.9	536.8	4:53:17.328	2017/2/15	SU
4	Spectrogram 1	1	5350.531464336	5396.349603730	82.3	502.2	5:29:10.531	2017/2/15	SU
5	Spectrogram 1	1	48853.510254779	48896.181543939	56.3	355.0	17:34:13.510	2017/2/15	SU
6	Spectrogram 1	1	50270.349453730	50313.146616900	160.2	346.3	17:57:50.349	2017/2/15	SU
7	Spectrogram 1	1	51128.811312005	51172.237845221	56.3	346.3	18:12:08.811	2017/2/15	SU
8	Spectrogram 1	1	52618.689883771	52656.452086568	82.3	389.6	18:36:58.690	2017/2/15	SU
9	Spectrogram 1	1	54377.244883962	54422.433653309	103.9	549.8	19:06:17.245	2017/2/15	SU
10	Spectrogram 1	1	54877.773562142	54916.542757014	207.8	355.0	19:14:37.774	2017/2/15	SU
11	Spectrogram 1	1	56474.451718177	56537.011100811	77.9	320.3	19:41:14.452	2017/2/15	SU
12	Spectrogram 1	1	56998.549484438	57049.906080242	190.5	519.5	19:49:58.549	2017/2/15	SU
13	Spectrogram 1	1	58817.706497552	58858.112054545	69.3	393.9	20:20:17.706	2017/2/15	SU
14	Spectrogram 1	1	61337.159360554	61382.725751930	82.3	376.6	21:02:17.159	2017/2/15	SU
15	Spectrogram 1	1	61512.753603561	61552.655664517	56.3	510.8	21:05:12.754	2017/2/15	SU
16	Spectrogram 1	1	63705.147031585	63740.265880186	69.3	381.0	21:41:45.147	2017/2/15	SU
17	Spectrogram 1	1	64838.517511538	64886.223761072	60.6	381.0	22:00:38.518	2017/2/15	SU
18	Spectrogram 1	1	65605.846372378	65642.601583100	90.9	363.6	22:13:25.846	2017/2/15	SU
19	Spectrogram 1	1	77814.503660723	77861.328792191	86.6	372.3	1:36:54.504	2017/2/16	SU
20	Spectrogram 1	1	81253.636493473	81292.783310373	116.9	398.3	2:34:13.636	2017/2/16	SU
21	Spectrogram 1	1	85512.839396970	85558.531662354	181.8	389.6	3:45:12.839	2017/2/16	SU
