Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	111.901994289	159.356495804	95.2	398.3	4:01:51.902	2017/2/18	SU
2	Spectrogram 1	1	478.938305378	522.113090576	77.9	363.6	4:07:58.938	2017/2/18	SU
3	Spectrogram 1	1	519.230738462	555.734201166	82.3	216.5	4:08:39.231	2017/2/18	SU
4	Spectrogram 1	1	688.405406993	728.181593939	73.6	402.6	4:11:28.405	2017/2/18	SU
5	Spectrogram 1	1	792.609259444	858.063744293	86.6	432.9	4:13:12.609	2017/2/18	SU
6	Spectrogram 1	1	902.543236266	943.829911324	99.6	381.0	4:15:02.543	2017/2/18	SU
7	Spectrogram 1	1	1289.280021006	1337.993262614	60.6	411.3	4:21:29.280	2017/2/18	SU
8	Spectrogram 1	1	1477.510471445	1540.069854079	86.6	419.9	4:24:37.510	2017/2/18	SU
9	Spectrogram 1	1	1688.978807110	1736.810930653	95.2	437.2	4:28:08.979	2017/2/18	SU
10	Spectrogram 1	1	1951.426566550	1993.342611655	82.3	424.2	4:32:31.427	2017/2/18	SU
11	Spectrogram 1	1	2270.264237259	2327.033415464	108.2	359.3	4:37:50.264	2017/2/18	SU
12	Spectrogram 1	1	2561.185953843	2619.465620160	147.2	398.3	4:42:41.186	2017/2/18	SU
13	Spectrogram 1	1	2962.573383450	3006.251664685	51.9	415.6	4:49:22.573	2017/2/18	SU
14	Spectrogram 1	1	3237.633329950	3271.745186477	181.8	355.0	4:53:57.633	2017/2/18	SU
15	Spectrogram 1	1	4421.957997552	4462.489428555	112.6	381.0	5:13:41.958	2017/2/18	SU
16	Spectrogram 1	1	4651.678064569	4696.992707925	73.6	251.1	5:17:31.678	2017/2/18	SU
17	Spectrogram 1	1	5432.853066434	5489.999866667	86.6	186.1	5:30:32.853	2017/2/18	SU
18	Spectrogram 1	1	5800.920702439	5849.885692066	95.2	415.6	5:36:40.921	2017/2/18	SU
19	Spectrogram 1	1	6403.720200350	6449.790087762	108.2	428.6	5:46:43.720	2017/2/18	SU
20	Spectrogram 1	1	6663.480002189	6719.242188319	99.6	376.6	5:51:03.480	2017/2/18	SU
21	Spectrogram 1	1	7550.055703263	7597.384330769	82.3	389.6	6:05:50.056	2017/2/18	SU
22	Spectrogram 1	1	7362.503429371	7412.223663054	73.6	381.0	6:02:42.503	2017/2/18	SU
23	Spectrogram 1	1	7897.594293007	7942.279566317	99.6	398.3	6:11:37.594	2017/2/18	SU
24	Spectrogram 1	1	8824.405523660	8872.363521212	86.6	406.9	6:27:04.406	2017/2/18	SU
25	Spectrogram 1	1	8982.880901399	9033.230505128	95.2	411.3	6:29:42.881	2017/2/18	SU
26	Spectrogram 1	1	9500.097655711	9547.929779254	108.2	571.4	6:38:20.098	2017/2/18	SU
27	Spectrogram 1	1	9722.517480186	9774.251698019	86.6	415.6	6:42:02.517	2017/2/18	SU
28	Spectrogram 1	1	10430.810980653	10478.517230186	99.6	419.9	6:53:50.811	2017/2/18	SU
29	Spectrogram 1	1	11288.139758159	11344.531314336	77.9	372.3	7:08:08.140	2017/2/18	SU
