Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
11	Spectrogram 1	1	81738.503412704	81786.964906294	86.6	168.8	2:42:18.503	2017/1/10	SD
1	Spectrogram 1	1	32774.223579720	32815.384380769	86.6	428.6	13:06:14.224	2017/1/9	SU
2	Spectrogram 1	1	39461.412499068	39520.573283450	108.2	393.9	14:57:41.412	2017/1/9	SU
3	Spectrogram 1	1	43804.825114802	43849.132766084	69.3	151.5	16:10:04.825	2017/1/9	SD
4	Spectrogram 1	1	44186.160285664	44252.244140560	82.3	411.3	16:16:26.160	2017/1/9	SU
5	Spectrogram 1	1	44422.237580536	44470.573200117	86.6	160.2	16:20:22.238	2017/1/9	SD
6	Spectrogram 1	1	44858.072735965	44911.569189928	99.6	428.6	16:27:38.073	2017/1/9	SU
7	Spectrogram 1	1	45728.055903263	45779.286625058	77.9	376.6	16:42:08.056	2017/1/9	SU
8	Spectrogram 1	1	46471.576403971	46527.212716092	95.2	398.3	16:54:31.576	2017/1/9	SU
9	Spectrogram 1	1	49307.538256410	49361.286458392	108.2	363.6	17:41:47.538	2017/1/9	SU
10	Spectrogram 1	1	49649.034893706	49699.510371445	60.6	181.8	17:47:29.035	2017/1/9	SD
