Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	709.426366550	779.664063753	95.2	467.5	4:11:49.426	2017/1/11	SU
2	Spectrogram 1	1	1094.601285082	1150.992841259	103.9	381.0	4:18:14.601	2017/1/11	SU
3	Spectrogram 1	1	10715.412565734	10763.244689277	86.6	160.2	6:58:35.413	2017/1/11	SD
4	Spectrogram 1	1	11890.573216783	11946.083654895	82.3	372.3	7:18:10.573	2017/1/11	SU
5	Spectrogram 1	1	13182.923020513	13233.146750233	51.9	168.8	7:39:42.923	2017/1/11	SD
6	Spectrogram 1	1	22119.859908508	22177.258456760	90.9	402.6	10:08:39.860	2017/1/11	SU
7	Spectrogram 1	1	23345.622361305	23390.559382634	90.9	406.9	10:29:05.622	2017/1/11	SU
8	Spectrogram 1	1	25841.076846154	25890.419457809	173.2	441.6	11:10:41.077	2017/1/11	SU
9	Spectrogram 1	1	26504.936821329	26546.349370396	125.5	393.9	11:21:44.937	2017/1/11	SU
10	Spectrogram 1	1	28433.202570163	28481.160567716	138.5	432.9	11:53:53.203	2017/1/11	SU
11	Spectrogram 1	1	28386.629186713	28431.440334033	60.6	177.5	11:53:06.629	2017/1/11	SD
12	Spectrogram 1	1	28506.108857689	28555.577343353	86.6	432.9	11:55:06.109	2017/1/11	SU
13	Spectrogram 1	1	29752.992907925	29802.209645571	147.2	406.9	12:15:52.993	2017/1/11	SU
14	Spectrogram 1	1	30395.580175524	30438.754960723	160.2	415.6	12:26:35.580	2017/1/11	SU
15	Spectrogram 1	1	31297.971848368	31344.293483800	134.2	497.8	12:41:37.972	2017/1/11	SU
16	Spectrogram 1	1	31600.573416783	31640.727225758	220.8	437.2	12:46:40.573	2017/1/11	SU
17	Spectrogram 1	1	32151.020909557	32203.510371445	194.8	445.9	12:55:51.021	2017/1/11	SU
