Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	2021.034893706	2062.699190793	116.9	363.6	4:33:41.035	2017/1/28	SU
2	Spectrogram 1	1	3014.181727273	3056.978890443	90.9	164.5	4:50:14.182	2017/1/28	SD
3	Spectrogram 1	1	3612.461343590	3658.908853030	86.6	168.8	5:00:12.461	2017/1/28	SD
4	Spectrogram 1	1	4588.866933916	4632.419341142	82.3	138.5	5:16:28.867	2017/1/28	SD
5	Spectrogram 1	1	4957.426483217	5009.538323077	95.2	177.5	5:22:37.426	2017/1/28	SD
6	Spectrogram 1	1	5355.818172727	5402.643304196	73.6	155.8	5:29:15.818	2017/1/28	SU
7	Spectrogram 1	1	6587.873875991	6634.321385431	86.6	381.0	5:49:47.874	2017/1/28	SU
8	Spectrogram 1	1	16126.867050583	16185.272590909	95.2	142.9	8:28:46.867	2017/1/28	SD
9	Spectrogram 1	1	16194.544611581	16231.803318341	424.2	536.8	8:29:54.545	2017/1/28	SU
10	Spectrogram 1	1	16416.586364028	16459.761149226	108.2	381.0	8:33:36.586	2017/1/28	SU
11	Spectrogram 1	1	17135.370513287	17174.139708159	90.9	376.6	8:45:35.371	2017/1/28	SU
12	Spectrogram 1	1	17320.279432984	17349.985699184	437.2	536.8	8:48:40.279	2017/1/28	SU
13	Spectrogram 1	1	17935.269360081	17978.947641316	90.9	160.2	8:58:55.269	2017/1/28	SD
14	Spectrogram 1	1	17978.066523251	18007.143419405	298.7	372.3	8:59:38.067	2017/1/28	SU
15	Spectrogram 1	1	18753.608127156	18799.174518531	164.5	372.3	9:12:33.608	2017/1/28	SU
16	Spectrogram 1	1	19531.762152797	19583.873992657	103.9	402.6	9:25:31.762	2017/1/28	SU
17	Spectrogram 1	1	26567.459855939	26607.487790904	82.3	389.6	11:22:47.460	2017/1/28	SU
18	Spectrogram 1	1	27258.041919114	27317.202703497	77.9	342.0	11:34:18.042	2017/1/28	SU
19	Spectrogram 1	1	44531.370346620	44577.062612005	99.6	155.8	16:22:11.370	2017/1/28	SD
20	Spectrogram 1	1	45458.685073310	45512.810897319	90.9	173.2	16:37:38.685	2017/1/28	SD
21	Spectrogram 1	1	45883.636178788	45942.419341142	69.3	203.5	16:44:43.636	2017/1/28	SD
22	Spectrogram 1	1	46320.286658331	46367.237663809	56.3	151.5	16:52:00.287	2017/1/28	SD
23	Spectrogram 1	1	48933.003451899	48990.653748169	73.6	168.8	17:35:33.003	2017/1/28	SD
24	Spectrogram 1	1	66342.335436247	66386.013717483	129.9	389.6	22:25:42.335	2017/1/28	SU
25	Spectrogram 1	1	69686.559265967	69728.601185082	69.3	346.3	23:21:26.559	2017/1/28	SU
26	Spectrogram 1	1	71249.538189744	71281.887810140	116.9	393.9	23:47:29.538	2017/1/28	SU
27	Spectrogram 1	1	72535.342544988	72581.412432401	90.9	398.3	0:08:55.343	2017/1/29	SU
28	Spectrogram 1	1	82639.762219464	82690.111823193	82.3	393.9	2:57:19.762	2017/1/29	SU
29	Spectrogram 1	1	83779.174651865	83827.510271445	90.9	389.6	3:16:19.175	2017/1/29	SU
30	Spectrogram 1	1	84424.088641681	84470.787899140	129.9	381.0	3:27:04.089	2017/1/29	SU
31	Spectrogram 1	1	86034.829985249	86073.850928140	190.5	428.6	3:53:54.830	2017/1/29	SU
