Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	4890.697645995	4934.841368335	190.5	385.3	5:21:30.698	2017/1/3	SU
2	Spectrogram 1	1	7389.703924595	7450.972366808	194.8	381.0	6:03:09.704	2017/1/3	SU
3	Spectrogram 1	1	9779.873094668	9833.530550270	277.1	419.9	6:42:59.873	2017/1/3	SU
4	Spectrogram 1	1	16579.560202255	16618.376233968	199.1	342.0	8:36:19.560	2017/1/3	SU
5	Spectrogram 1	1	19062.963958304	19107.361380197	103.9	376.6	9:17:42.964	2017/1/3	SU
6	Spectrogram 1	1	19501.014742659	19538.054877496	246.8	411.3	9:25:01.015	2017/1/3	SU
7	Spectrogram 1	1	23562.418387597	23601.614968640	285.7	389.6	10:32:42.418	2017/1/3	SU
8	Spectrogram 1	1	35678.930046512	35728.401459479	60.6	294.4	13:54:38.930	2017/1/3	SU
9	Spectrogram 1	1	36233.175226451	36298.249161969	90.9	381.0	14:03:53.175	2017/1/3	SU
10	Spectrogram 1	1	39561.856055438	39604.858129786	64.9	398.3	14:59:21.856	2017/1/3	SU
11	Spectrogram 1	1	40434.025281066	40466.498823937	95.2	359.3	15:13:54.025	2017/1/3	SU
12	Spectrogram 1	1	40879.687052032	40903.788509631	103.9	376.6	15:21:19.687	2017/1/3	SU
13	Spectrogram 1	1	41387.251514094	41438.371974160	60.6	389.6	15:29:47.252	2017/1/3	SU
14	Spectrogram 1	1	41916.887837327	41962.300057435	90.9	346.3	15:38:36.888	2017/1/3	SU
15	Spectrogram 1	1	42836.625729269	42892.947030186	82.3	329.0	15:53:56.626	2017/1/3	SU
16	Spectrogram 1	1	43459.877187808	43512.646694973	47.6	402.6	16:04:19.877	2017/1/3	SU
17	Spectrogram 1	1	43897.232359238	43942.264030016	86.6	363.6	16:11:37.232	2017/1/3	SU
18	Spectrogram 1	1	44095.498560436	44148.141217824	95.2	454.5	16:14:55.499	2017/1/3	SU
