Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	26850.083804895	26886.209645571	95.2	363.6	11:27:30.084	2017/2/8	SU
2	Spectrogram 1	1	27286.741193240	27332.685206643	95.2	342.0	11:34:46.741	2017/2/8	SU
3	Spectrogram 1	1	29193.860108508	29240.181743939	90.9	381.0	12:06:33.860	2017/2/8	SU
4	Spectrogram 1	1	29711.328610839	29753.118781935	95.2	359.3	12:15:11.329	2017/2/8	SU
5	Spectrogram 1	1	30242.769128205	30285.818039394	77.9	363.6	12:24:02.769	2017/2/8	SU
6	Spectrogram 1	1	30806.685139977	30837.650146270	108.2	337.7	12:33:26.685	2017/2/8	SU
7	Spectrogram 1	1	31362.545215152	31406.223496387	90.9	376.6	12:42:42.545	2017/2/8	SU
8	Spectrogram 1	1	31914.274579246	31955.938876332	86.6	376.6	12:51:54.275	2017/2/8	SU
9	Spectrogram 1	1	32541.986794987	32585.287454194	108.2	359.3	13:02:21.987	2017/2/8	SU
10	Spectrogram 1	1	33362.559149301	33403.468202331	99.6	355.0	13:16:02.559	2017/2/8	SU
11	Spectrogram 1	1	34562.895052214	34613.118781935	90.9	372.3	13:36:02.895	2017/2/8	SU
12	Spectrogram 1	1	35121.398481585	35164.195644755	103.9	381.0	13:45:21.398	2017/2/8	SU
13	Spectrogram 1	1	35799.434457415	35846.511336902	90.9	359.3	13:56:39.434	2017/2/8	SU
14	Spectrogram 1	1	36420.014813121	36465.329456478	103.9	346.3	14:07:00.015	2017/2/8	SU
15	Spectrogram 1	1	36983.454501515	37020.461460256	95.2	381.0	14:16:23.455	2017/2/8	SU
16	Spectrogram 1	1	37553.157417907	37599.856675366	108.2	346.3	14:25:53.157	2017/2/8	SU
17	Spectrogram 1	1	39048.391184312	39093.579953659	95.2	363.6	14:50:48.391	2017/2/8	SU
18	Spectrogram 1	1	42500.517280186	42543.062695338	138.5	346.3	15:48:20.517	2017/2/8	SU
19	Spectrogram 1	1	51299.244505944	51342.293417133	103.9	359.3	18:14:59.245	2017/2/8	SU
20	Spectrogram 1	1	52606.573316783	52657.300542541	77.9	389.6	18:36:46.573	2017/2/8	SU
21	Spectrogram 1	1	60024.209562238	60065.118615268	51.9	355.0	20:40:24.210	2017/2/8	SU
22	Spectrogram 1	1	63240.041902448	63277.426483217	108.2	385.3	21:34:00.042	2017/2/8	SU
23	Spectrogram 1	1	81818.046178793	81853.165027394	90.9	376.6	2:43:38.046	2017/2/9	SU
24	Spectrogram 1	1	83217.776120280	83260.069787413	112.6	368.0	3:06:57.776	2017/2/9	SU
