Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	1434.221989081	1480.291876494	99.6	398.3	4:23:54.222	2017/1/12	SU
2	Spectrogram 1	1	2006.559382634	2043.692215385	281.4	411.3	4:33:26.559	2017/1/12	SU
3	Spectrogram 1	1	2547.314576690	2595.524322261	77.9	398.3	4:42:27.315	2017/1/12	SU
4	Spectrogram 1	1	3131.370429953	3173.538223077	303.0	415.6	4:52:11.370	2017/1/12	SU
5	Spectrogram 1	1	3677.286458392	3714.419291142	285.7	419.9	5:01:17.286	2017/1/12	SU
6	Spectrogram 1	1	4205.319964611	4254.159080229	294.4	381.0	5:10:05.320	2017/1/12	SU
7	Spectrogram 1	1	5362.741243240	5405.034910373	281.4	415.6	5:29:22.741	2017/1/12	SU
8	Spectrogram 1	1	5924.643270862	5968.950922145	298.7	432.9	5:38:44.643	2017/1/12	SU
9	Spectrogram 1	1	8095.044355331	8135.449912324	121.2	411.3	6:14:55.044	2017/1/12	SU
10	Spectrogram 1	1	9310.783145688	9355.342544988	142.9	441.6	6:35:10.783	2017/1/12	SU
11	Spectrogram 1	1	9380.046895678	9427.753145212	73.6	329.0	6:36:20.047	2017/1/12	C
12	Spectrogram 1	1	9578.172586354	9624.997717822	95.2	160.2	6:39:38.173	2017/1/12	SD
13	Spectrogram 1	1	9862.753444233	9912.473677916	121.2	428.6	6:44:22.753	2017/1/12	SU
14	Spectrogram 1	1	11678.223763054	11713.971981702	160.2	432.9	7:14:38.224	2017/1/12	SU
15	Spectrogram 1	1	12246.671239161	12283.300575874	155.8	463.2	7:24:06.671	2017/1/12	SU
16	Spectrogram 1	1	12816.629203380	12852.125674009	220.8	415.6	7:33:36.629	2017/1/12	SU
17	Spectrogram 1	1	12901.342411655	12943.258456760	43.3	251.1	7:35:01.342	2017/1/12	C
18	Spectrogram 1	1	15114.335619580	15156.377538695	138.5	415.6	8:11:54.336	2017/1/12	SU
19	Spectrogram 1	1	15641.622294639	15686.181693939	155.8	398.3	8:20:41.622	2017/1/12	SU
21	Spectrogram 1	1	16181.867083855	16226.048861128	207.8	415.6	8:29:41.867	2017/1/12	SU
22	Spectrogram 1	1	16762.027751632	16803.062678671	259.7	406.9	8:39:22.028	2017/1/12	SU
23	Spectrogram 1	1	17357.997482375	17401.675763611	125.5	402.6	8:49:17.997	2017/1/12	SU
24	Spectrogram 1	1	17588.265648834	17634.839032284	103.9	355.0	8:53:08.266	2017/1/12	C
25	Spectrogram 1	1	18484.615369231	18527.916028438	242.4	398.3	9:08:04.615	2017/1/12	SU
26	Spectrogram 1	1	19101.275599095	19145.583250377	303.0	398.3	9:18:21.276	2017/1/12	SU
27	Spectrogram 1	1	19670.852933100	19714.153592308	277.1	415.6	9:27:50.853	2017/1/12	SU
28	Spectrogram 1	1	20198.139608159	20242.824881469	298.7	393.9	9:36:38.140	2017/1/12	SU
29	Spectrogram 1	1	21952.195728089	21987.943946737	285.7	432.9	10:05:52.196	2017/1/12	SU
30	Spectrogram 1	1	23126.223513054	23170.153542308	281.4	406.9	10:25:26.224	2017/1/12	SU
31	Spectrogram 1	1	24886.825081469	24927.356512471	251.1	437.2	10:54:46.825	2017/1/12	SU
33	Spectrogram 1	1	64471.662905105	64509.802729930	190.5	381.0	21:54:31.663	2017/1/12	SU
34	Spectrogram 1	1	85270.153642308	85311.692065385	212.1	402.6	3:41:10.154	2017/1/13	SU
