Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	5645.525448332	5678.905403429	45.8	372.5	5:34:05.525	2016/12/29	SU
2	Spectrogram 1	1	3442.874963728	3482.994014132	32.7	372.5	4:57:22.875	2016/12/29	SU
3	Spectrogram 1	1	8371.015879916	8414.220878400	32.7	372.5	6:19:31.016	2016/12/29	SU
4	Spectrogram 1	1	9527.939382785	9567.617442617	45.8	339.9	6:38:47.939	2016/12/29	SU
5	Spectrogram 1	1	11929.471786681	11977.715268953	45.8	392.2	7:18:49.472	2016/12/29	SU
6	Spectrogram 1	1	12194.660234663	12231.063280033	65.4	339.9	7:23:14.660	2016/12/29	SU
7	Spectrogram 1	1	12830.385374152	12865.906684859	51.3	393.2	7:33:50.385	2016/12/29	SU
8	Spectrogram 1	1	13194.245933403	13246.520202706	52.0	375.7	7:39:54.246	2016/12/29	SU
9	Spectrogram 1	1	13716.271092489	13761.491484488	63.6	375.7	7:48:36.271	2016/12/29	SU
10	Spectrogram 1	1	16474.704389961	16518.287274729	80.9	369.9	8:34:34.704	2016/12/29	SU
11	Spectrogram 1	1	16551.963853222	16599.199638736	92.5	358.4	8:35:51.964	2016/12/29	SU
12	Spectrogram 1	1	17160.594356310	17201.280112899	80.9	364.2	8:46:00.594	2016/12/29	SU
13	Spectrogram 1	1	18936.812861558	18991.858296944	77.6	379.0	9:15:36.813	2016/12/29	SU
14	Spectrogram 1	1	19401.651229648	19435.031184745	132.4	438.4	9:23:21.651	2016/12/29	SU
15	Spectrogram 1	1	20052.661573711	20101.912752741	105.0	383.6	9:34:12.662	2016/12/29	SU
16	Spectrogram 1	1	20880.434975274	20906.635090973	77.6	347.0	9:48:00.435	2016/12/29	SU
17	Spectrogram 1	1	21137.694722855	21187.197826074	86.8	356.2	9:52:17.695	2016/12/29	SU
18	Spectrogram 1	1	23439.213361791	23484.181829601	57.9	368.4	10:30:39.213	2016/12/29	SU
19	Spectrogram 1	1	24040.720602636	24087.326577677	26.3	368.4	10:40:40.721	2016/12/29	SU
20	Spectrogram 1	1	26444.520486937	26493.897628062	100.0	363.2	11:20:44.520	2016/12/29	SU
21	Spectrogram 1	1	26539.747830534	26582.952829018	31.6	242.1	11:22:19.748	2016/12/29	SU
22	Spectrogram 1	1	27018.064142757	27069.204753207	136.8	373.7	11:30:18.064	2016/12/29	SU
23	Spectrogram 1	1	28231.319792746	28278.177691976	84.2	368.4	11:50:31.320	2016/12/29	SU
24	Spectrogram 1	1	29982.140583857	30014.764766385	94.7	473.7	12:19:42.141	2016/12/29	SU
26	Spectrogram 1	1	57497.743771519	57532.887195941	121.1	389.5	19:58:17.744	2016/12/29	SU
27	Spectrogram 1	1	57579.619133077	57607.330793912	52.6	357.9	19:59:39.619	2016/12/29	SU
28	Spectrogram 1	1	58506.569853366	58564.467266737	84.2	357.9	20:15:06.570	2016/12/29	SU
29	Spectrogram 1	1	59450.687080243	59485.200694192	100.0	342.1	20:30:50.687	2016/12/29	SU
30	Spectrogram 1	1	60002.439293679	60042.117353511	94.7	357.9	20:40:02.439	2016/12/29	SU
31	Spectrogram 1	1	60364.492592489	60412.610112666	73.7	352.6	20:46:04.493	2016/12/29	SU
32	Spectrogram 1	1	60913.844752444	60961.962272621	121.1	352.6	20:55:13.845	2016/12/29	SU
34	Spectrogram 1	1	62914.534468743	62961.014481689	115.8	368.4	21:28:34.534	2016/12/29	SU
35	Spectrogram 1	1	63363.359398110	63418.530795591	94.7	368.4	21:36:03.359	2016/12/29	SU
37	Spectrogram 1	1	64004.938837765	64034.413967926	84.2	357.9	21:46:44.939	2016/12/29	SU
38	Spectrogram 1	1	64374.423900163	64407.048082692	68.4	363.2	21:52:54.424	2016/12/29	SU
39	Spectrogram 1	1	64675.933810819	64711.077235241	94.7	352.6	21:57:55.934	2016/12/29	SU
40	Spectrogram 1	1	64934.489611850	64979.206155470	78.9	326.3	22:02:14.490	2016/12/29	SU
41	Spectrogram 1	1	66619.889431421	66660.071339631	73.7	363.2	22:30:19.889	2016/12/29	SU
42	Spectrogram 1	1	67833.610691159	67881.854173431	94.7	363.2	22:50:33.611	2016/12/29	SU
44	Spectrogram 1	1	68420.371796002	68459.546007455	73.7	368.4	23:00:20.372	2016/12/29	SU
45	Spectrogram 1	1	68551.871716948	68596.588260569	78.9	342.1	23:02:31.872	2016/12/29	SU
46	Spectrogram 1	1	68820.474218334	68867.710003849	78.9	352.6	23:07:00.474	2016/12/29	SU
47	Spectrogram 1	1	70756.664568463	70796.594552484	78.9	326.3	23:39:16.665	2016/12/29	SU
48	Spectrogram 1	1	72721.826200373	72771.833151971	73.7	347.4	0:12:01.826	2016/12/30	SU
50	Spectrogram 1	1	73644.449059249	73683.749232797	94.7	294.7	0:27:24.449	2016/12/30	SU
