Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	1241.226916992	1274.950539162	71.4	383.1	4:20:41.227	2016/12/26	SU
2	Spectrogram 1	1	1933.359936127	1982.399703366	90.9	435.1	4:32:13.360	2016/12/26	SU
4	Spectrogram 1	1	2617.025447697	2662.833367812	97.4	396.1	4:43:37.025	2016/12/26	SU
5	Spectrogram 1	1	3938.725808093	3980.880335805	77.9	370.1	5:05:38.726	2016/12/26	SU
6	Spectrogram 1	1	4817.704816940	4857.611103175	51.9	363.6	5:20:17.705	2016/12/26	SU
7	Spectrogram 1	1	22825.208096149	22846.285360005	81.6	333.3	10:20:25.208	2016/12/26	SU
8	Spectrogram 1	1	42817.230492913	42859.806565903	98.8	377.9	15:53:37.230	2016/12/26	SU
9	Spectrogram 1	1	41109.414355321	41143.981068046	43.2	345.3	15:25:09.414	2016/12/26	SU
10	Spectrogram 1	1	43841.690910356	43867.405172261	85.3	364.3	16:10:41.691	2016/12/26	SU
11	Spectrogram 1	1	44925.962469165	44963.620513921	69.8	379.8	16:28:45.962	2016/12/26	SU
12	Spectrogram 1	1	52489.714180588	52523.016257481	69.9	349.7	18:34:49.714	2016/12/26	SU
13	Spectrogram 1	1	68996.992884595	69030.154446396	55.9	349.7	23:09:56.993	2016/12/26	
