Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
18	Spectrogram 1	1	48745.384480769	48772.447392774	72.3	174.7	17:32:25.384	2016/12/28	SD
13	Spectrogram 1	1	47178.629336713	47198.769178205	97.9	324.7	17:06:18.629	2016/12/28	SD
17	Spectrogram 1	1	48930.927276086	48956.983196016	80.0	190.0	17:35:30.927	2016/12/28	SD
22	Spectrogram 1	1	48526.363697086	48554.181853147	81.6	183.7	17:28:46.364	2016/12/28	SD
1	Spectrogram 1	1	23627.454268182	23653.384314103	97.4	428.6	10:33:47.454	2016/12/28	SU
2	Spectrogram 1	1	23952.862767672	23995.911678861	103.9	435.1	10:39:12.863	2016/12/28	SU
3	Spectrogram 1	1	24313.342644988	24349.846107692	103.9	435.1	10:45:13.343	2016/12/28	SU
4	Spectrogram 1	1	24838.741209907	24884.936971329	77.9	461.0	10:53:58.741	2016/12/28	SU
5	Spectrogram 1	1	25468.489328555	25505.999783333	71.4	376.6	11:04:28.489	2016/12/28	SU
6	Spectrogram 1	1	25869.272624242	25907.664197086	97.4	376.6	11:11:09.273	2016/12/28	SU
7	Spectrogram 1	1	27278.937004662	27323.874025991	97.4	409.1	11:34:38.937	2016/12/28	SU
8	Spectrogram 1	1	28391.664147086	28432.824948135	103.9	376.6	11:53:11.664	2016/12/28	SU
9	Spectrogram 1	1	29347.678147902	29381.790004429	88.6	398.7	12:09:07.678	2016/12/28	SU
10	Spectrogram 1	1	29802.263420988	29841.913733925	88.6	379.7	12:16:42.263	2016/12/28	SU
11	Spectrogram 1	1	43989.482286480	44015.286458392	77.3	324.7	16:13:09.482	2016/12/28	SU
12	Spectrogram 1	1	46788.041835781	46818.125724009	56.7	386.6	16:59:48.042	2016/12/28	SU
20	Spectrogram 1	1	49753.006825408	49779.188619347	60.2	361.4	17:49:13.007	2016/12/28	SU
21	Spectrogram 1	1	50390.811323193	50428.825274009	60.2	415.7	17:59:50.811	2016/12/28	SU
24	Spectrogram 1	1	51687.699024126	51723.824864802	51.2	344.2	18:21:27.699	2016/12/28	SU
25	Spectrogram 1	1	52361.000000000	52402.286675058	86.2	425.3	18:32:41.000	2016/12/28	SU
26	Spectrogram 1	1	53425.643270862	53469.825048135	69.0	298.9	18:50:25.643	2016/12/28	SU
27	Spectrogram 1	1	63053.503496037	63087.489478555	46.0	339.1	21:30:53.503	2016/12/28	SU
