Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	0.000000000	26.937037995	99.6	177.5	4:00:00.000	2017/2/4	SD
2	Spectrogram 1	1	237.901877622	284.601135082	99.6	190.5	4:03:57.902	2017/2/4	SD
4	Spectrogram 1	1	696.587217599	748.950805478	86.6	186.1	4:11:36.587	2017/2/4	SD
5	Spectrogram 1	1	1079.118781935	1135.258590093	86.6	181.8	4:17:59.119	2017/2/4	SD
6	Spectrogram 1	1	2370.008119807	2423.378699760	90.9	368.0	4:39:30.008	2017/2/4	SU
8	Spectrogram 1	1	2639.831973543	2677.468302331	103.9	173.2	4:43:59.832	2017/2/4	SD
9	Spectrogram 1	1	3225.213264136	3280.471954230	103.9	381.0	4:53:45.213	2017/2/4	SU
10	Spectrogram 1	1	4172.223513054	4217.538156410	86.6	428.6	5:09:32.224	2017/2/4	SU
11	Spectrogram 1	1	4449.524405594	4486.531364336	86.6	155.8	5:14:09.524	2017/2/4	SD
12	Spectrogram 1	1	4979.202686830	5034.083754895	86.6	363.6	5:22:59.203	2017/2/4	SU
13	Spectrogram 1	1	5375.202770163	5428.573350117	90.9	190.5	5:29:35.203	2017/2/4	SD
14	Spectrogram 1	1	5578.489295221	5621.412332401	103.9	168.8	5:32:58.489	2017/2/4	SD
15	Spectrogram 1	1	6419.454451515	6469.300559207	77.9	376.6	5:46:59.454	2017/2/4	SU
16	Spectrogram 1	1	9821.454451515	9868.405456993	73.6	177.5	6:43:41.454	2017/2/4	SD
17	Spectrogram 1	1	10422.755044056	10479.775970280	99.6	190.5	6:53:42.755	2017/2/4	SD
18	Spectrogram 1	1	10896.167643124	10953.314443357	103.9	173.2	7:01:36.168	2017/2/4	SD
19	Spectrogram 1	1	11853.566258042	11899.762019464	103.9	160.2	7:17:33.566	2017/2/4	SD
20	Spectrogram 1	1	12392.433341958	12435.482253147	103.9	168.8	7:26:32.433	2017/2/4	SD
21	Spectrogram 1	1	14101.048944522	14140.825131469	95.2	142.9	7:55:01.049	2017/2/4	SD
22	Spectrogram 1	1	16657.891499703	16703.206143059	99.6	160.2	8:37:37.891	2017/2/4	SD
23	Spectrogram 1	1	33623.748168648	33662.894985548	99.6	376.6	13:20:23.748	2017/2/4	SU
24	Spectrogram 1	1	36937.384614103	36967.594376340	311.7	398.3	14:15:37.385	2017/2/4	SU
25	Spectrogram 1	1	37641.901894289	37681.174585198	112.6	385.3	14:27:21.902	2017/2/4	SU
26	Spectrogram 1	1	39406.657305012	39450.587334266	99.6	389.6	14:56:46.657	2017/2/4	SU
27	Spectrogram 1	1	42478.741076573	42520.782995688	82.3	164.5	15:47:58.741	2017/2/4	SD
28	Spectrogram 1	1	44220.136952002	44263.941107247	147.2	363.6	16:17:00.137	2017/2/4	SU
29	Spectrogram 1	1	45696.965022960	45734.601351748	155.8	359.3	16:41:36.965	2017/2/4	SU
30	Spectrogram 1	1	47890.950805478	47933.622094639	147.2	376.6	17:18:10.951	2017/2/4	SU
31	Spectrogram 1	1	48740.451964849	48781.612765898	73.6	558.4	17:32:20.452	2017/2/4	SU
32	Spectrogram 1	1	50130.881051399	50173.678214569	95.2	476.2	17:55:30.881	2017/2/4	SU
33	Spectrogram 1	1	50726.013817483	50777.244539277	86.6	186.1	18:05:26.014	2017/2/4	SD
34	Spectrogram 1	1	51157.132749417	51194.139708159	99.6	376.6	18:12:37.133	2017/2/4	SU
35	Spectrogram 1	1	51978.614627771	52031.607585697	90.9	173.2	18:26:18.615	2017/2/4	SD
36	Spectrogram 1	1	52477.075560593	52526.921668285	95.2	190.5	18:34:37.076	2017/2/4	SD
37	Spectrogram 1	1	53473.846141026	53530.111823193	86.6	186.1	18:51:13.846	2017/2/4	SD
38	Spectrogram 1	1	54017.118815268	54072.881001399	82.3	173.2	19:00:17.119	2017/2/4	SD
