Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	1064.643270862	1111.090780303	134.2	355.0	4:17:44.643	2017/1/18	C
2	Spectrogram 1	1	1117.510354779	1137.776070280	69.3	103.9	4:18:37.510	2017/1/18	SD
3	Spectrogram 1	1	2560.908969697	2589.356495804	60.6	272.7	4:42:40.909	2017/1/18	SD
4	Spectrogram 1	1	7808.475494406	7855.174751865	103.9	389.6	6:10:08.475	2017/1/18	SU
5	Spectrogram 1	1	3295.384731352	3333.272808159	60.6	264.1	4:54:55.385	2017/1/18	SU
6	Spectrogram 1	1	16102.573384033	16167.650246853	64.9	419.9	8:28:22.573	2017/1/18	SU
7	Spectrogram 1	1	24196.783329604	24240.335736830	103.9	402.6	10:43:16.783	2017/1/18	SU
8	Spectrogram 1	1	24409.258657343	24451.552324476	82.3	155.8	10:46:49.259	2017/1/18	SD
9	Spectrogram 1	1	24661.636496037	24699.146950816	77.9	125.5	10:51:01.636	2017/1/18	SD
10	Spectrogram 1	1	25147.636496037	25178.979124359	290.0	355.0	10:59:07.636	2017/1/18	SD
11	Spectrogram 1	1	25163.748369231	25212.461610839	77.9	138.5	10:59:23.748	2017/1/18	SD
12	Spectrogram 1	1	26392.783096270	26434.699141375	272.7	363.6	11:19:52.783	2017/1/18	SU
13	Spectrogram 1	1	26785.132833333	26816.853083683	82.3	181.8	11:26:25.133	2017/1/18	SD
14	Spectrogram 1	1	26920.077885894	26966.021899297	43.3	155.8	11:28:40.078	2017/1/18	SU
15	Spectrogram 1	1	58434.167743706	58465.132750000	311.7	393.9	20:13:54.168	2017/1/18	SU
16	Spectrogram 1	1	60696.881185315	60727.216821562	303.0	402.6	20:51:36.881	2017/1/18	SU
17	Spectrogram 1	1	61226.433592541	61264.699291375	160.2	398.3	21:00:26.434	2017/1/18	SU
18	Spectrogram 1	1	66956.853267016	66997.384698019	73.6	398.3	22:35:56.853	2017/1/18	SU
19	Spectrogram 1	1	69902.056037179	69943.342712238	90.9	281.4	23:25:02.056	2017/1/18	SU
20	Spectrogram 1	1	80767.888044056	80818.489395804	77.9	385.3	2:26:07.888	2017/1/19	SU
21	Spectrogram 1	1	81788.978907692	81839.328511422	108.2	398.3	2:43:08.979	2017/1/19	SU
