Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	1106.342611899	1156.433921808	62.5	360.6	4:18:26.343	2016/12/30	SU
2	Spectrogram 1	1	1695.554242446	1750.325801007	57.7	389.4	4:28:15.554	2016/12/30	SU
4	Spectrogram 1	1	2897.347359583	2947.565162698	86.5	375.0	4:48:17.347	2016/12/30	SU
5	Spectrogram 1	1	3226.034849965	3260.693988639	67.3	375.0	4:53:46.035	2016/12/30	SU
6	Spectrogram 1	1	3442.098346568	3495.604973062	33.7	346.2	4:57:22.098	2016/12/30	SU
7	Spectrogram 1	1	4005.512189154	4053.832594167	49.0	382.4	5:06:45.512	2016/12/30	SU
8	Spectrogram 1	1	4648.237272429	4694.913265753	52.4	356.0	5:17:28.237	2016/12/30	SU
9	Spectrogram 1	1	4524.051429041	4563.390816368	78.5	361.3	5:15:24.051	2016/12/30	SU
12	Spectrogram 1	1	7595.741362356	7645.706179058	59.1	381.7	6:06:35.741	2016/12/30	SU
13	Spectrogram 1	1	9333.044180956	9372.004088662	142.9	403.9	6:35:33.044	2016/12/30	SU
14	Spectrogram 1	1	9914.799538534	9972.859920473	123.2	433.5	6:45:14.800	2016/12/30	SU
15	Spectrogram 1	1	10507.559805107	10536.147269852	108.4	394.1	6:55:07.560	2016/12/30	SU
16	Spectrogram 1	1	12225.516444483	12301.791848208	86.0	384.6	7:23:45.516	2016/12/30	SU
17	Spectrogram 1	1	12409.058087608	12461.426275240	149.3	380.1	7:26:49.058	2016/12/30	SU
18	Spectrogram 1	1	15584.002781331	15632.955652378	51.6	366.2	8:19:44.003	2016/12/30	SU
19	Spectrogram 1	1	16599.642937690	16640.879723120	42.3	417.8	8:36:39.643	2016/12/30	SU
20	Spectrogram 1	1	17497.138438862	17547.482735184	79.8	342.7	8:51:37.138	2016/12/30	SU
21	Spectrogram 1	1	17599.977416022	17636.027979972	93.9	385.0	8:53:19.977	2016/12/30	SU
22	Spectrogram 1	1	17771.122724877	17809.197180136	150.2	413.1	8:56:11.123	2016/12/30	SU
23	Spectrogram 1	1	19012.186875146	19055.953524713	125.8	402.5	9:16:52.187	2016/12/30	SU
25	Spectrogram 1	1	19582.140596749	19622.871409352	119.5	396.2	9:26:22.141	2016/12/30	SU
26	Spectrogram 1	1	20139.900012766	20184.046141954	69.2	358.5	9:35:39.900	2016/12/30	SU
28	Spectrogram 1	1	20702.934375732	20749.357382642	191.5	361.7	9:45:02.934	2016/12/30	SU
29	Spectrogram 1	1	21667.597769735	21717.942066058	69.1	383.0	10:01:07.598	2016/12/30	SU
30	Spectrogram 1	1	22556.112253221	22590.644898688	102.7	367.6	10:15:56.112	2016/12/30	SU
31	Spectrogram 1	1	24482.150217850	24521.869084797	108.1	378.4	10:48:02.150	2016/12/30	SU
32	Spectrogram 1	1	26788.566354767	26833.724429609	71.8	406.7	11:26:28.566	2016/12/30	SU
33	Spectrogram 1	1	27329.337913329	27373.990015343	95.7	387.6	11:35:29.338	2016/12/30	SU
34	Spectrogram 1	1	27769.420879246	27789.406805926	105.3	296.7	11:42:49.421	2016/12/30	SU
35	Spectrogram 1	1	27954.986413680	28003.433311900	90.9	373.2	11:45:54.986	2016/12/30	SU
36	Spectrogram 1	1	28525.435194063	28565.786527045	38.3	378.0	11:55:25.435	2016/12/30	SU
37	Spectrogram 1	1	29117.991155841	29161.378325787	40.2	381.9	12:05:17.991	2016/12/30	SU
38	Spectrogram 1	1	29232.480607519	29280.421532912	85.4	407.0	12:07:12.481	2016/12/30	SU
39	Spectrogram 1	1	29690.905088428	29737.960561373	80.4	361.8	12:14:50.905	2016/12/30	SU
40	Spectrogram 1	1	30034.663573328	30069.575698416	65.3	361.8	12:20:34.664	2016/12/30	SU
41	Spectrogram 1	1	30290.509183776	30339.954832045	50.3	371.9	12:24:50.509	2016/12/30	SU
42	Spectrogram 1	1	30915.512022488	30968.765662567	95.5	381.9	12:35:15.512	2016/12/30	SU
43	Spectrogram 1	1	32146.077236589	32189.970379363	80.4	361.8	12:55:46.077	2016/12/30	SU
44	Spectrogram 1	1	33578.272622394	33603.697756969	53.1	376.1	13:19:38.273	2016/12/30	SU
45	Spectrogram 1	1	35213.869084797	35261.430530569	48.7	371.7	13:46:53.869	2016/12/30	SU
46	Spectrogram 1	1	36455.059728274	36491.742758257	64.9	363.6	14:07:35.060	2016/12/30	SU
47	Spectrogram 1	1	37564.249801509	37597.391021701	56.3	376.6	14:26:04.250	2016/12/30	SU
48	Spectrogram 1	1	38043.727210939	38078.892322441	47.6	363.6	14:34:03.727	2016/12/30	SU
49	Spectrogram 1	1	38199.946321387	38247.760753572	186.1	393.9	14:36:39.946	2016/12/30	SU
50	Spectrogram 1	1	39398.002781331	39450.117982549	116.9	402.6	14:56:38.003	2016/12/30	SU
51	Spectrogram 1	1	39508.937778918	39558.649609206	64.9	329.0	14:58:28.938	2016/12/30	SU
52	Spectrogram 1	1	40011.465623086	40055.485259066	116.9	393.9	15:06:51.466	2016/12/30	SU
53	Spectrogram 1	1	40624.254127079	40680.037631295	86.6	393.9	15:17:04.254	2016/12/30	SU
54	Spectrogram 1	1	42496.532478801	42549.912612087	186.1	428.6	15:48:16.532	2016/12/30	SU
55	Spectrogram 1	1	43770.484862848	43820.702665964	116.9	406.9	16:09:30.485	2016/12/30	SU
56	Spectrogram 1	1	44384.239362428	44437.113522887	121.2	385.3	16:19:44.239	2016/12/30	SU
57	Spectrogram 1	1	45032.349963564	45088.892427021	82.3	389.6	16:30:32.350	2016/12/30	SU
58	Spectrogram 1	1	46313.116147523	46353.340987298	99.6	467.5	16:51:53.116	2016/12/30	SU
59	Spectrogram 1	1	46883.561279105	46932.640643359	56.3	376.6	17:01:23.561	2016/12/30	SU
60	Spectrogram 1	1	48673.998526001	48715.235311431	86.6	381.0	17:31:13.999	2016/12/30	SU
61	Spectrogram 1	1	48721.939451394	48772.157254509	56.3	363.6	17:32:01.939	2016/12/30	SU
62	Spectrogram 1	1	49353.153652846	49401.600551066	86.6	381.0	17:42:33.154	2016/12/30	SU
63	Spectrogram 1	1	51221.890194776	51276.408766924	77.9	411.3	18:13:41.890	2016/12/30	SU
64	Spectrogram 1	1	52141.719937373	52173.722718703	238.1	419.9	18:29:01.720	2016/12/30	SU
65	Spectrogram 1	1	53752.452294214	53808.741771258	86.6	381.0	18:55:52.452	2016/12/30	SU
66	Spectrogram 1	1	53946.632466034	53983.441989225	108.2	342.0	18:59:06.632	2016/12/30	SU
