Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	0.755244056	37.132832751	86.6	173.2	4:00:00.755	2017/1/23	SD
2	Spectrogram 1	1	25.678297902	84.587334266	82.3	346.3	4:00:25.678	2017/1/23	SU
3	Spectrogram 1	1	467.902853667	521.902803667	77.9	168.8	4:07:47.903	2017/1/23	SD
4	Spectrogram 1	1	631.682195470	682.157673209	82.3	363.6	4:10:31.682	2017/1/23	SU
5	Spectrogram 1	1	806.898816449	848.814861554	73.6	363.6	4:13:26.899	2017/1/23	SU
7	Spectrogram 1	1	1017.171646109	1065.255517671	73.6	164.5	4:16:57.172	2017/1/23	SD
8	Spectrogram 1	1	1207.241400188	1256.961633871	112.6	359.3	4:20:07.241	2017/1/23	SU
9	Spectrogram 1	1	1475.496487296	1524.209728904	69.3	147.2	4:24:35.496	2017/1/23	SD
10	Spectrogram 1	1	1663.048761189	1735.678064569	77.9	398.3	4:27:43.049	2017/1/23	SU
11	Spectrogram 1	1	1783.679923903	1837.176377866	108.2	359.3	4:29:43.680	2017/1/23	SU
12	Spectrogram 1	1	1924.797909301	1972.378284825	56.3	164.5	4:32:04.798	2017/1/23	SD
14	Spectrogram 1	1	2218.279466317	2281.971715035	56.3	290.0	4:36:58.279	2017/1/23	SU
15	Spectrogram 1	1	2399.152314005	2471.403995357	69.3	350.6	4:39:59.152	2017/1/23	SU
16	Spectrogram 1	1	2949.356612471	3007.132782751	51.9	372.3	4:49:09.357	2017/1/23	SU
17	Spectrogram 1	1	3091.483688138	3134.532599326	30.3	506.5	4:51:31.484	2017/1/23	SU
18	Spectrogram 1	1	3616.489311888	3667.720033683	95.2	359.3	5:00:16.489	2017/1/23	SU
19	Spectrogram 1	1	3543.624180437	3604.924822978	103.9	350.6	4:59:03.624	2017/1/23	SU
20	Spectrogram 1	1	3929.286675058	3977.244672611	69.3	510.8	5:05:29.287	2017/1/23	SU
21	Spectrogram 1	1	4181.664063753	4229.873809324	90.9	155.8	5:09:41.664	2017/1/23	SD
