Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	46490.182928602	46543.301760537	77.9	142.9	16:54:50.183	2017/1/29	SU
2	Spectrogram 1	1	48799.132682751	48849.356412471	73.6	346.3	17:33:19.133	2017/1/29	SU
3	Spectrogram 1	1	50150.139774825	50197.971898368	64.9	368.0	17:55:50.140	2017/1/29	SU
4	Spectrogram 1	1	50847.985732517	50894.936737995	86.6	415.6	18:07:27.986	2017/1/29	SU
5	Spectrogram 1	1	51575.034910373	51614.936971329	86.6	381.0	18:19:35.035	2017/1/29	SU
6	Spectrogram 1	1	52266.713041608	52309.636078788	73.6	372.3	18:31:06.713	2017/1/29	SU
7	Spectrogram 1	1	53647.048777855	53689.720067016	82.3	376.6	18:54:07.049	2017/1/29	SU
8	Spectrogram 1	1	55957.846091026	56008.950938811	64.9	372.3	19:32:37.846	2017/1/29	SU
9	Spectrogram 1	1	56646.125624009	56685.901810956	56.3	381.0	19:44:06.126	2017/1/29	SU
10	Spectrogram 1	1	58129.426299883	58177.132549417	73.6	363.6	20:08:49.426	2017/1/29	SU
11	Spectrogram 1	1	62359.678483714	62409.272843387	99.6	342.0	21:19:19.678	2017/1/29	SU
12	Spectrogram 1	1	62470.480666839	62515.040066140	95.2	385.3	21:21:10.481	2017/1/29	SU
13	Spectrogram 1	1	64400.978790443	64447.300425874	69.3	381.0	21:53:20.979	2017/1/29	SU
14	Spectrogram 1	1	65283.212899426	65327.646424717	103.9	402.6	22:08:03.213	2017/1/29	SU
15	Spectrogram 1	1	65705.034877040	65754.377488695	90.9	355.0	22:15:05.035	2017/1/29	SU
16	Spectrogram 1	1	66114.125857343	66164.978957110	73.6	142.9	22:21:54.126	2017/1/29	SU
17	Spectrogram 1	1	84347.118631935	84382.237480536	64.9	207.8	3:25:47.119	2017/1/30	SU
