Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
1	Spectrogram 1	1	2976.545398485	3012.419491142	151.5	368.0	4:49:36.545	2017/1/4	SU
2	Spectrogram 1	1	3921.734234499	3984.167743124	199.1	368.0	5:05:21.734	2017/1/4	SU
3	Spectrogram 1	1	4614.293483800	4652.559182634	95.2	242.4	5:16:54.293	2017/1/4	SU
4	Spectrogram 1	1	5473.636245455	5509.132716084	86.6	255.4	5:31:13.636	2017/1/4	SU
5	Spectrogram 1	1	6805.510488112	6844.279682984	121.2	277.1	5:53:25.510	2017/1/4	SU
6	Spectrogram 1	1	7500.461343590	7539.985782517	181.8	233.8	6:05:00.461	2017/1/4	SU
7	Spectrogram 1	1	11789.952120935	11842.945078860	86.6	359.3	7:16:29.952	2017/1/4	SU
8	Spectrogram 1	1	12969.685089916	13019.657071618	30.3	372.3	7:36:09.685	2017/1/4	SU
9	Spectrogram 1	1	32747.789971096	32796.880834732	112.6	355.0	13:05:47.790	2017/1/4	SU
10	Spectrogram 1	1	47560.531464336	47612.265682168	82.3	359.3	17:12:40.531	2017/1/4	SU
11	Spectrogram 1	1	48246.922887179	48291.356412471	177.5	389.6	17:24:06.923	2017/1/4	SU
12	Spectrogram 1	1	46229.114890198	46277.324635769	73.6	342.0	16:50:29.115	2017/1/4	SU
13	Spectrogram 1	1	51362.685223310	51401.076796154	90.9	389.6	18:16:02.685	2017/1/4	SU
14	Spectrogram 1	1	52755.230738462	52800.671255828	51.9	368.0	18:39:15.231	2017/1/4	SU
15	Spectrogram 1	1	62178.293500466	62218.699057459	86.6	186.1	21:16:18.294	2017/1/4	SD
16	Spectrogram 1	1	67873.090830303	67924.950922145	77.9	164.5	22:51:13.091	2017/1/4	SD
17	Spectrogram 1	1	68483.831973543	68520.209562238	86.6	155.8	23:01:23.832	2017/1/4	SD
18	Spectrogram 1	1	68782.909069697	68827.594343007	90.9	138.5	23:06:22.909	2017/1/4	SD
19	Spectrogram 1	1	69837.734167832	69872.978890443	294.4	381.0	23:23:57.734	2017/1/4	SD
20	Spectrogram 1	1	70275.902044289	70304.978940443	251.1	363.6	23:31:15.902	2017/1/4	SD
21	Spectrogram 1	1	70980.671072494	71029.132566084	77.9	151.5	23:43:00.671	2017/1/4	SD
22	Spectrogram 1	1	80967.146800233	81003.020892890	86.6	155.8	2:29:27.147	2017/1/5	SD
23	Spectrogram 1	1	81689.286441725	81730.447242774	73.6	147.2	2:41:29.286	2017/1/5	SD
24	Spectrogram 1	1	81303.923065618	81352.258685198	95.2	138.5	2:35:03.923	2017/1/5	SD
25	Spectrogram 1	1	84853.825026573	84903.041764219	103.9	290.0	3:34:13.825	2017/1/5	SU
27	Spectrogram 1	1	85582.636440559	85641.419602914	95.2	277.1	3:46:22.636	2017/1/5	SU
