Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
1	Spectrogram 1	1	2194.8475	2230.4884999999995	35.64099999999962	95.0	185.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200903-NOPP6_CH03\NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	2194.8475	NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	MW	nan	raven	0.0
2	Spectrogram 1	1	5216.8445	5257.3245	40.47999999999956	61.0	170.4	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200903-NOPP6_CH03\NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	5216.8445	NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	MW	nan	raven	0.0
3	Spectrogram 1	1	6813.2735	6845.1385	31.86499999999978	116.2	177.8	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200903-NOPP6_CH03\NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	6813.2735	NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	MW	nan	raven	0.0
4	Spectrogram 1	1	6859.4185	6873.9355	14.516999999999825	24.9	201.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200903-NOPP6_CH03\NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	6859.4185	NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	NN	nan	raven	0.0
5	Spectrogram 1	1	8276.4025	8307.0865	30.683999999999287	24.9	126.9	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200903-NOPP6_CH03\NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	8276.4025	NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	NN	nan	raven	0.0
6	Spectrogram 1	1	8865.6665	8931.520499999999	65.85399999999936	34.5	188.4	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200903-NOPP6_CH03\NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	8865.6665	NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	NN	nan	raven	0.0
7	Spectrogram 1	1	9222.6705	9245.2125	22.54199999999946	46.2	264.9	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200903-NOPP6_CH03\NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	9222.6705	NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	NN	nan	raven	0.0
8	Spectrogram 1	1	10015.9875	10030.7405	14.753000000000611	21.8	390.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200903-NOPP6_CH03\NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	10015.9875	NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	NN	nan	raven	0.0
9	Spectrogram 1	1	17086.5125	17096.426499999998	9.913999999997031	148.1	230.9	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200903-NOPP6_CH03\NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	17086.5125	NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	NN	nan	raven	0.0
10	Spectrogram 1	1	25188.3905	25203.4975	15.106999999999971	57.9	170.4	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200903-NOPP6_CH03\NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	25188.3905	NOPP6_Clips_Ano_1000_20090515_104500_39000s090ms_ch03.aif	NN	nan	raven	0.0
