Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Begin File	Begin Path	score	rating	tags	notes
1	Waveform 1	1	9.488981214	10.435513010	89.634	420.122	9.4890	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
1	Spectrogram 1	1	9.488981214	10.435513010	89.634	420.122	9.4890	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
2	Waveform 1	1	34.619400290	35.755238440	25.000	407.927	34.6195	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
2	Spectrogram 1	1	34.619400290	35.755238440	25.000	407.927	34.6195	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
3	Waveform 1	1	36.417810690	37.742955200	35.976	394.512	36.4180	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
3	Spectrogram 1	1	36.417810690	37.742955200	35.976	394.512	36.4180	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
4	Waveform 1	1	67.984645950	69.499096820	7.927	373.780	67.9845	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
4	Spectrogram 1	1	67.984645950	69.499096820	7.927	373.780	67.9845	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
5	Waveform 1	1	74.089776010	74.847001450	31.098	395.732	74.0900	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
5	Spectrogram 1	1	74.089776010	74.847001450	31.098	395.732	74.0900	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
6	Waveform 1	1	99.598807800	100.592666200	22.561	385.976	99.5990	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
6	Spectrogram 1	1	99.598807800	100.592666200	22.561	385.976	99.5990	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
7	Waveform 1	1	219.524385800	220.660224000	18.902	390.854	219.5245	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
7	Spectrogram 1	1	219.524385800	220.660224000	18.902	390.854	219.5245	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
8	Waveform 1	1	266.614342500	267.844833800	44.512	384.756	266.6145	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
8	Spectrogram 1	1	266.614342500	267.844833800	44.512	384.756	266.6145	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
9	Waveform 1	1	292.501987000	293.448518800	15.244	390.854	292.5020	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
9	Spectrogram 1	1	292.501987000	293.448518800	15.244	390.854	292.5020	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
10	Waveform 1	1	304.570267300	305.942738400	34.756	407.927	304.5705	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
10	Spectrogram 1	1	304.570267300	305.942738400	34.756	407.927	304.5705	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
11	Waveform 1	1	311.669255800	312.947073700	26.220	353.049	311.6695	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
11	Spectrogram 1	1	311.669255800	312.947073700	26.220	353.049	311.6695	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
12	Waveform 1	1	320.424674900	321.655166200	9.146	403.049	320.4245	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
12	Spectrogram 1	1	320.424674900	321.655166200	9.146	403.049	320.4245	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
13	Waveform 1	1	340.585802000	341.437680600	33.537	365.244	340.5860	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
13	Spectrogram 1	1	340.585802000	341.437680600	33.537	365.244	340.5860	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
14	Waveform 1	1	403.293533200	404.666004300	51.829	357.927	403.2935	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
14	Spectrogram 1	1	403.293533200	404.666004300	51.829	357.927	403.2935	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
15	Waveform 1	1	483.133489900	484.742593900	18.902	414.024	483.1335	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
15	Spectrogram 1	1	483.133489900	484.742593900	18.902	414.024	483.1335	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
16	Waveform 1	1	435.617593900	436.422146000	27.439	384.756	435.6175	ch8_NOPP_20080404_000000.aif	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200803-NOPP2_CH08\ch8_NOPP_20080404_000000.aif				
