Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
1	Spectrogram 1	1	30.0	79.58	49.58	70.1	403.4	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH04\SBNMS_Clips_Bac_3100_20061007_000000_1524s860ms_ch04.aif	30.0	SBNMS_Clips_Bac_3100_20061007_000000_1524s860ms_ch04.aif	MW	nan	raven	0.0
2	Spectrogram 1	1	30.0	51.734999999999985	21.734999999999985	75.4	514.6	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH04\SBNMS_Clips_Bac_3100_20061007_000000_457s122ms_ch04.aif	30.0	SBNMS_Clips_Bac_3100_20061007_000000_457s122ms_ch04.aif	MW	nan	raven	0.0
3	Spectrogram 1	1	30.0	50.79599999999999	20.795999999999992	59.5	490.7	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH04\SBNMS_Clips_Bac_3100_20061007_003000_1975s371ms_ch04.aif	30.0	SBNMS_Clips_Bac_3100_20061007_003000_1975s371ms_ch04.aif	MW	nan	raven	0.0
4	Spectrogram 1	1	32.1725	73.60549999999999	41.43299999999999	33.1	342.6	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH04\SBNMS_Clips_Bac_3100_20061007_003000_2149s942ms_ch04.aif	32.1725	SBNMS_Clips_Bac_3100_20061007_003000_2149s942ms_ch04.aif	MW	nan	raven	0.0
5	Spectrogram 1	1	30.0005	80.52049999999998	50.51999999999998	41.0	390.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH04\SBNMS_Clips_Bac_3100_20061007_003000_2345s740ms_ch04.aif	30.0005	SBNMS_Clips_Bac_3100_20061007_003000_2345s740ms_ch04.aif	MW	nan	raven	0.0
6	Spectrogram 1	1	29.9995	73.7054999999999	43.705999999999904	33.1	437.8	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH04\SBNMS_Clips_Bac_3100_20061007_003000_2546s822ms_ch04.aif	29.9995	SBNMS_Clips_Bac_3100_20061007_003000_2546s822ms_ch04.aif	MW	nan	raven	0.0
7	Spectrogram 1	1	30.0	78.875	48.875	22.5	501.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH04\SBNMS_Clips_Bac_3100_20061007_003000_2781s770ms_ch04.aif	30.0	SBNMS_Clips_Bac_3100_20061007_003000_2781s770ms_ch04.aif	MW	nan	raven	0.0
8	Spectrogram 1	1	30.0	69.71100000000001	39.71100000000001	22.5	424.6	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH04\SBNMS_Clips_Bac_3100_20061007_003000_2972s513ms_ch04.aif	30.0	SBNMS_Clips_Bac_3100_20061007_003000_2972s513ms_ch04.aif	MW	nan	raven	0.0
9	Spectrogram 1	1	38.894	73.11800000000005	34.22400000000005	39.6	313.5	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH04\SBNMS_Clips_Bac_3100_20061007_003000_3142s196ms_ch04.aif	38.894	SBNMS_Clips_Bac_3100_20061007_003000_3142s196ms_ch04.aif	MW	nan	raven	0.0
10	Spectrogram 1	1	30.0	50.20799999999997	20.20799999999997	56.9	347.9	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200609-CH04\SBNMS_Clips_Bac_3100_20061007_003000_3264s767ms_ch04.aif	30.0	SBNMS_Clips_Bac_3100_20061007_003000_3264s767ms_ch04.aif	MW	nan	raven	0.0
