Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
1	Spectrogram 1	1	5.563	22.683	17.12	61.8	456.8	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH01\NOPP4_Clips_Bac_3100_20080917_000000_051s526ms_ch01.aif	5.563	NOPP4_Clips_Bac_3100_20080917_000000_051s526ms_ch01.aif	MW	nan	raven	0.0
2	Spectrogram 1	1	51.526	62.681	11.154999999999994	85.9	439.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH01\NOPP4_Clips_Bac_3100_20080917_000000_051s526ms_ch01.aif	51.526	NOPP4_Clips_Bac_3100_20080917_000000_051s526ms_ch01.aif	MW	nan	raven	0.0
3	Spectrogram 1	1	30.0	49.268000000000015	19.268000000000015	77.9	366.9	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH01\NOPP4_Clips_Bac_3100_20080917_000000_153s623ms_ch01.aif	30.0	NOPP4_Clips_Bac_3100_20080917_000000_153s623ms_ch01.aif	MW	nan	raven	0.0
4	Spectrogram 1	1	74.084	97.85600000000002	23.77200000000002	63.4	432.7	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH01\NOPP4_Clips_Bac_3100_20080917_000000_153s623ms_ch01.aif	74.084	NOPP4_Clips_Bac_3100_20080917_000000_153s623ms_ch01.aif	MW	nan	raven	0.0
5	Spectrogram 1	1	30.0	43.74999999999997	13.749999999999972	58.6	315.5	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH01\NOPP4_Clips_Bac_3100_20080917_000000_397s936ms_ch01.aif	30.0	NOPP4_Clips_Bac_3100_20080917_000000_397s936ms_ch01.aif	MW	nan	raven	0.0
6	Spectrogram 1	1	53.936	69.77399999999997	15.837999999999973	97.1	320.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH01\NOPP4_Clips_Bac_3100_20080917_000000_397s936ms_ch01.aif	53.936	NOPP4_Clips_Bac_3100_20080917_000000_397s936ms_ch01.aif	MW	nan	raven	0.0
7	Spectrogram 1	1	30.0	46.524	16.524	63.4	338.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH01\NOPP4_Clips_Bac_3100_20080917_000000_609s619ms_ch01.aif	30.0	NOPP4_Clips_Bac_3100_20080917_000000_609s619ms_ch01.aif	MW	nan	raven	0.0
8	Spectrogram 1	1	62.332	85.35900000000004	23.027000000000037	92.3	328.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH01\NOPP4_Clips_Bac_3100_20080917_000000_609s619ms_ch01.aif	62.332	NOPP4_Clips_Bac_3100_20080917_000000_609s619ms_ch01.aif	MW	nan	raven	0.0
9	Spectrogram 1	1	29.9995	55.77050000000001	25.77100000000001	53.8	421.4	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH01\NOPP4_Clips_Bac_3100_20080917_000000_798s715ms_ch01.aif	29.9995	NOPP4_Clips_Bac_3100_20080917_000000_798s715ms_ch01.aif	MW	nan	raven	0.0
10	Spectrogram 1	1	79.1185	91.43649999999998	12.317999999999984	73.1	354.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH01\NOPP4_Clips_Bac_3100_20080917_000000_798s715ms_ch01.aif	79.1185	NOPP4_Clips_Bac_3100_20080917_000000_798s715ms_ch01.aif	MW	nan	raven	0.0
11	Spectrogram 1	1	30.0	60.245000000000005	30.245000000000005	71.4	333.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH01\NOPP4_Clips_Bac_3100_20080917_001500_1253s419ms_ch01.aif	30.0	NOPP4_Clips_Bac_3100_20080917_001500_1253s419ms_ch01.aif	MW	nan	raven	0.0
