Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
1	Spectrogram 1	1	29.9995	98.34649999999793	68.34699999999793	92.4	397.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH10\NOPP4_Clips_Bac_3100_20080919_030000_10888s897ms_ch10.aif	29.9995	NOPP4_Clips_Bac_3100_20080919_030000_10888s897ms_ch10.aif	MW	nan	raven	0.0
2	Spectrogram 1	1	107.2925	125.85850000000254	18.566000000002532	110.8	387.4	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH10\NOPP4_Clips_Bac_3100_20080919_030000_10888s897ms_ch10.aif	107.2925	NOPP4_Clips_Bac_3100_20080919_030000_10888s897ms_ch10.aif	MW	nan	raven	0.0
3	Spectrogram 1	1	134.3405	143.236499999997	8.895999999997002	52.9	362.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH10\NOPP4_Clips_Bac_3100_20080919_030000_10888s897ms_ch10.aif	134.3405	NOPP4_Clips_Bac_3100_20080919_030000_10888s897ms_ch10.aif	MW	nan	raven	0.0
4	Spectrogram 1	1	30.0	66.94500000000335	36.94500000000335	50.1	402.9	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH10\NOPP4_Clips_Bac_3100_20080919_030000_11422s525ms_ch10.aif	30.0	NOPP4_Clips_Bac_3100_20080919_030000_11422s525ms_ch10.aif	MW	nan	raven	0.0
5	Spectrogram 1	1	90.529	102.76899999999796	12.239999999997963	81.1	405.7	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH10\NOPP4_Clips_Bac_3100_20080919_030000_11422s525ms_ch10.aif	90.529	NOPP4_Clips_Bac_3100_20080919_030000_11422s525ms_ch10.aif	MW	nan	raven	0.0
6	Spectrogram 1	1	130.937	146.1030000000011	15.166000000001077	79.7	370.5	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH10\NOPP4_Clips_Bac_3100_20080919_030000_11422s525ms_ch10.aif	130.937	NOPP4_Clips_Bac_3100_20080919_030000_11422s525ms_ch10.aif	MW	nan	raven	0.0
7	Spectrogram 1	1	166.807	177.97200000000086	11.165000000000873	47.3	400.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH10\NOPP4_Clips_Bac_3100_20080919_030000_11422s525ms_ch10.aif	166.807	NOPP4_Clips_Bac_3100_20080919_030000_11422s525ms_ch10.aif	MW	nan	raven	0.0
8	Spectrogram 1	1	30.0	69.73700000000099	39.73700000000099	81.1	315.4	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH10\NOPP4_Clips_Bac_3100_20080919_030000_11630s310ms_ch10.aif	30.0	NOPP4_Clips_Bac_3100_20080919_030000_11630s310ms_ch10.aif	MW	nan	raven	0.0
9	Spectrogram 1	1	36.92	66.24300000000032	29.32300000000032	68.4	412.8	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH10\NOPP4_Clips_Bac_3100_20080919_031500_11962s721ms_ch10.aif	36.92	NOPP4_Clips_Bac_3100_20080919_031500_11962s721ms_ch10.aif	MW	nan	raven	0.0
10	Spectrogram 1	1	29.9995	72.69150000000273	42.692000000002736	81.1	386.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH10\NOPP4_Clips_Bac_3100_20080919_031500_12135s158ms_ch10.aif	29.9995	NOPP4_Clips_Bac_3100_20080919_031500_12135s158ms_ch10.aif	MW	nan	raven	0.0
