Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
1	Spectrogram 1	1	0.0	60.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	0.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
2	Spectrogram 1	1	60.0	120.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	60.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
3	Spectrogram 1	1	120.0	180.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	120.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
4	Spectrogram 1	1	180.0	240.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	180.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
5	Spectrogram 1	1	240.0	300.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	240.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
6	Spectrogram 1	1	300.0	360.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	300.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
7	Spectrogram 1	1	360.0	420.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	360.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
8	Spectrogram 1	1	420.0	480.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	420.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
9	Spectrogram 1	1	480.0	540.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	480.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
10	Spectrogram 1	1	540.0	600.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	540.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
11	Spectrogram 1	1	600.0	660.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	600.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
12	Spectrogram 1	1	660.0	720.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	660.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
13	Spectrogram 1	1	720.0	780.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	720.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
14	Spectrogram 1	1	780.0	840.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	780.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
15	Spectrogram 1	1	840.0	900.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	840.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
16	Spectrogram 1	1	900.0	960.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	900.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
17	Spectrogram 1	1	960.0	1020.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	960.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
18	Spectrogram 1	1	1020.0	1080.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	1020.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
19	Spectrogram 1	1	1080.0	1140.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	1080.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
20	Spectrogram 1	1	1140.0	1200.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	1140.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
21	Spectrogram 1	1	1200.0	1260.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	1200.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
22	Spectrogram 1	1	1260.0	1320.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	1260.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
23	Spectrogram 1	1	1320.0	1380.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	1320.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
24	Spectrogram 1	1	1380.0	1440.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	1380.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
25	Spectrogram 1	1	1440.0	1500.0	60.0	0.0	24000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\UK-UAberdeen-MorayFirth-201904_986-110\Depl986_1678036995.190402110017.wav	1440.0	Depl986_1678036995.190402110017.wav	NN		custom_python	0.0
